geoname,Total,American Indian or Alaska Native Alone,Asian Alone,Black or African American Alone,Native Hawaiian or Other Pacific Islander Alone,White Alone,Hispanic or Latino,American Indian or Alaska Native Alone %,Asian Alone %,Black or African American Alone %,Native Hawaiian or Other Pacific Islander Alone %,White Alone %,Hispanic or Latino %
"State Senate District 28 (2024), Nebraska",29997,72,1022,1324,1,24989,1736,0.24,3.41,4.41,0.0,83.3,5.79
"State Senate District 28 (2024), New Jersey",144647,359,2782,98945,6,23508,16474,0.25,1.92,68.4,0.0,16.25,11.39
"State Senate District 28 (2024), New Mexico",36984,254,239,435,20,16250,19112,0.69,0.65,1.18,0.05,43.94,51.68
"State Senate District 28 (2024), New York",222504,161,22068,8066,74,171043,17359,0.07,9.92,3.63,0.03,76.87,7.8
"State Senate District 28 (2024), North Carolina",152836,335,6319,78778,1,54135,8972,0.22,4.13,51.54,0.0,35.42,5.87
"State Senate District 28 (2024), North Dakota",13164,98,49,90,0,12417,302,0.74,0.37,0.68,0.0,94.33,2.29
"State Senate District 28 (2024), Ohio",271302,185,6939,42855,13,205885,5875,0.07,2.56,15.8,0.0,75.89,2.17
"State Senate District 28 (2024), Oklahoma",62335,5280,243,1455,26,49073,2268,8.47,0.39,2.33,0.04,78.72,3.64
"State Senate District 28 (2024), Oregon",109396,1544,554,706,138,93066,9113,1.41,0.51,0.65,0.13,85.07,8.33
"State Senate District 28 (2024), Pennsylvania",204960,104,2340,7049,102,182658,8398,0.05,1.14,3.44,0.05,89.12,4.1
"State Senate District 28 (2024), Rhode Island",22334,3,1061,1524,0,14166,5192,0.01,4.75,6.82,0.0,63.43,23.25
"State Senate District 28 (2024), South Carolina",93356,202,1108,9954,177,77516,3167,0.22,1.19,10.66,0.19,83.03,3.39
"State Senate District 28 (2024), South Dakota",18627,5078,30,30,14,12523,371,27.26,0.16,0.16,0.08,67.23,1.99
"State Senate District 28 (2024), Tennessee",164716,178,1163,12673,1,139721,6737,0.11,0.71,7.69,0.0,84.83,4.09
"State Senate District 28 (2024), Texas",669665,1439,7950,39379,414,409177,197666,0.21,1.19,5.88,0.06,61.1,29.52
"State Senate District 28 (2024), Utah",87997,759,776,410,373,76259,7842,0.86,0.88,0.47,0.42,86.66,8.91
"State Senate District 28 (2024), Virginia",162312,229,2496,16936,95,128885,9707,0.14,1.54,10.43,0.06,79.41,5.98
"State Senate District 28 (2024), Wisconsin",138380,148,2891,2171,11,123753,7438,0.11,2.09,1.57,0.01,89.43,5.38
"State Senate District 28 (2024), Wyoming",14464,76,125,142,1,12533,1144,0.53,0.86,0.98,0.01,86.65,7.91
"State Senate District 29 (2024), Alabama",109657,215,961,18953,46,83248,3739,0.2,0.88,17.28,0.04,75.92,3.41
"State Senate District 29 (2024), Arizona",189217,1725,4262,10435,578,124726,40684,0.91,2.25,5.51,0.31,65.92,21.5
"State Senate District 29 (2024), Arkansas",64576,509,884,775,43,56612,3241,0.79,1.37,1.2,0.07,87.67,5.02
"State Senate District 29 (2024), California",595032,1767,40265,64228,2077,132872,340574,0.3,6.77,10.79,0.35,22.33,57.24
"State Senate District 29 (2024), Colorado",108817,418,5501,17865,188,60216,20674,0.38,5.06,16.42,0.17,55.34,19.0
"State Senate District 29 (2024), Connecticut",82214,24,2535,3208,25,65595,8645,0.03,3.08,3.9,0.03,79.79,10.52
"State Senate District 29 (2024), Florida",435759,1232,6098,54598,69,303888,62082,0.28,1.4,12.53,0.02,69.74,14.25
"State Senate District 29 (2024), Georgia",144099,136,2507,40100,17,91566,6435,0.09,1.74,27.83,0.01,63.54,4.47
"State Senate District 29 (2024), Idaho",39970,511,235,448,125,34213,3315,1.28,0.59,1.12,0.31,85.6,8.29
"State Senate District 29 (2024), Illinois",153396,175,13010,4572,75,118931,14162,0.11,8.48,2.98,0.05,77.53,9.23
"State Senate District 29 (2024), Indiana",94022,23,5443,14915,10,66101,5169,0.02,5.79,15.86,0.01,70.3,5.5
"State Senate District 29 (2024), Iowa",48686,50,416,411,9,46402,824,0.1,0.85,0.84,0.02,95.31,1.69
"State Senate District 29 (2024), Kansas",49471,324,1240,10611,20,26155,8587,0.65,2.51,21.45,0.04,52.87,17.36
"State Senate District 29 (2024), Kentucky",92612,117,208,1267,19,89284,488,0.13,0.22,1.37,0.02,96.41,0.53
"State Senate District 29 (2024), Louisiana",88786,275,340,48930,45,35155,1771,0.31,0.38,55.11,0.05,39.6,1.99
"State Senate District 29 (2024), Maine",30438,44,683,449,0,27869,804,0.14,2.24,1.48,0.0,91.56,2.64
"State Senate District 29 (2024), Maryland",103341,107,2007,15132,4,77567,5416,0.1,1.94,14.64,0.0,75.06,5.24
"State Senate District 29 (2024), Michigan",183100,264,5223,28760,3,121900,20579,0.14,2.85,15.71,0.0,66.58,11.24
"State Senate District 29 (2024), Minnesota",64350,146,697,214,2,60805,1539,0.23,1.08,0.33,0.0,94.49,2.39
"State Senate District 29 (2024), Mississippi",41331,128,190,24240,0,15510,589,0.31,0.46,58.65,0.0,37.53,1.43
"State Senate District 29 (2024), Missouri",139214,509,1003,727,186,127285,5814,0.37,0.72,0.52,0.13,91.43,4.18
"State Senate District 29 (2024), Montana",18686,109,59,35,10,17507,469,0.58,0.32,0.19,0.05,93.69,2.51
"State Senate District 29 (2024), Nebraska",29980,92,477,425,0,26602,1558,0.31,1.59,1.42,0.0,88.73,5.2
"State Senate District 29 (2024), New Jersey",121978,167,4588,44175,99,21777,48965,0.14,3.76,36.22,0.08,17.85,40.14
"State Senate District 29 (2024), New Mexico",39746,1075,88,488,1,15075,22081,2.7,0.22,1.23,0.0,37.93,55.56
"State Senate District 29 (2024), New York",203012,384,10133,57509,629,30643,100012,0.19,4.99,28.33,0.31,15.09,49.26
"State Senate District 29 (2024), North Carolina",161870,925,1047,31910,16,114598,9524,0.57,0.65,19.71,0.01,70.8,5.88
"State Senate District 29 (2024), North Dakota",12501,59,26,25,5,12084,148,0.47,0.21,0.2,0.04,96.66,1.18
"State Senate District 29 (2024), Ohio",273817,215,1835,19422,56,238858,5992,0.08,0.67,7.09,0.02,87.23,2.19
"State Senate District 29 (2024), Oklahoma",62057,6060,724,1164,10,46110,2576,9.77,1.17,1.88,0.02,74.3,4.15
"State Senate District 29 (2024), Oregon",99243,3263,591,784,303,77833,13173,3.29,0.6,0.79,0.31,78.43,13.27
"State Senate District 29 (2024), Pennsylvania",204168,45,796,4839,21,177109,18765,0.02,0.39,2.37,0.01,86.75,9.19
"State Senate District 29 (2024), Rhode Island",22514,3,894,729,0,19347,991,0.01,3.97,3.24,0.0,85.93,4.4
"State Senate District 29 (2024), South Carolina",85641,740,467,39462,0,41549,1383,0.86,0.55,46.08,0.0,48.52,1.61
"State Senate District 29 (2024), South Dakota",19839,309,100,425,13,17271,952,1.56,0.5,2.14,0.07,87.06,4.8
"State Senate District 29 (2024), Tennessee",148399,138,1344,106589,0,34574,3312,0.09,0.91,71.83,0.0,23.3,2.23
"State Senate District 29 (2024), Texas",588117,1703,6561,20577,673,88321,463077,0.29,1.12,3.5,0.11,15.02,78.74
"State Senate District 29 (2024), Utah",86871,377,918,225,374,76546,6154,0.43,1.06,0.26,0.43,88.11,7.08
"State Senate District 29 (2024), Virginia",141401,131,12792,31548,160,64217,26356,0.09,9.05,22.31,0.11,45.41,18.64
"State Senate District 29 (2024), Wisconsin",136533,256,4607,687,25,126042,2307,0.19,3.37,0.5,0.02,92.32,1.69
"State Senate District 29 (2024), Wyoming",14009,71,25,77,0,12320,1105,0.51,0.18,0.55,0.0,87.94,7.89
"State Senate District 3 (2024), Alabama",113462,463,1255,18107,10,85256,5272,0.41,1.11,15.96,0.01,75.14,4.65
"State Senate District 3 (2024), Arizona",190721,764,5977,2611,88,166105,10784,0.4,3.13,1.37,0.05,87.09,5.65
"State Senate District 3 (2024), Arkansas",63071,111,248,17319,37,42066,1876,0.18,0.39,27.46,0.06,66.7,2.97
"State Senate District 3 (2024), California",736194,2108,93079,60857,4212,364781,176884,0.29,12.64,8.27,0.57,49.55,24.03
"State Senate District 3 (2024), Colorado",128424,662,763,2577,76,73388,48531,0.52,0.59,2.01,0.06,57.15,37.79
"State Senate District 3 (2024), Connecticut",71615,46,3727,9560,22,42174,14448,0.06,5.2,13.35,0.03,58.89,20.17
"State Senate District 3 (2024), Delaware",32411,70,279,15202,15,11320,4246,0.22,0.86,46.9,0.05,34.93,13.1
"State Senate District 3 (2024), Florida",431656,728,6322,115823,260,270801,26826,0.17,1.46,26.83,0.06,62.74,6.21
"State Senate District 3 (2024), Georgia",149617,242,1408,31388,13,104942,7578,0.16,0.94,20.98,0.01,70.14,5.06
"State Senate District 3 (2024), Hawaii",38183,159,5882,329,2992,18889,2996,0.42,15.4,0.86,7.84,49.47,7.85
"State Senate District 3 (2024), Idaho",44900,131,283,92,13,41790,1457,0.29,0.63,0.2,0.03,93.07,3.24
"State Senate District 3 (2024), Illinois",153290,182,9270,80943,11,40292,18768,0.12,6.05,52.8,0.01,26.28,12.24
"State Senate District 3 (2024), Indiana",97769,85,430,48095,35,35106,12374,0.09,0.44,49.19,0.04,35.91,12.66
"State Senate District 3 (2024), Iowa",44322,125,797,543,213,39059,3255,0.28,1.8,1.23,0.48,88.13,7.34
"State Senate District 3 (2024), Kansas",56197,205,513,1437,13,49844,2743,0.36,0.91,2.56,0.02,88.7,4.88
"State Senate District 3 (2024), Kentucky",84231,90,806,10725,152,65739,3716,0.11,0.96,12.73,0.18,78.05,4.41
"State Senate District 3 (2024), Louisiana",88306,262,3723,49176,19,28377,4476,0.3,4.22,55.69,0.02,32.13,5.07
"State Senate District 3 (2024), Maine",32096,49,37,118,3,31142,269,0.15,0.12,0.37,0.01,97.03,0.84
"State Senate District 3 (2024), Maryland",92279,127,5752,15491,15,57996,10049,0.14,6.23,16.79,0.02,62.85,10.89
"State Senate District 3 (2024), Michigan",194507,506,14275,85401,36,85282,3549,0.26,7.34,43.91,0.02,43.85,1.82
"State Senate District 3 (2024), Minnesota",68298,1252,323,341,5,64080,904,1.83,0.47,0.5,0.01,93.82,1.32
"State Senate District 3 (2024), Mississippi",44218,117,59,10905,2,31021,1137,0.26,0.13,24.66,0.0,70.15,2.57
"State Senate District 3 (2024), Missouri",138597,224,458,2703,26,130529,1782,0.16,0.33,1.95,0.02,94.18,1.29
"State Senate District 3 (2024), Montana",16509,176,112,46,0,15379,467,1.07,0.68,0.28,0.0,93.16,2.83
"State Senate District 3 (2024), Nebraska",28512,43,653,1261,1,22104,3548,0.15,2.29,4.42,0.0,77.53,12.44
"State Senate District 3 (2024), Nevada",95947,296,6002,14711,460,41496,28907,0.31,6.26,15.33,0.48,43.25,30.13
"State Senate District 3 (2024), New Hampshire",48822,144,452,279,0,46766,704,0.29,0.93,0.57,0.0,95.79,1.44
"State Senate District 3 (2024), New Jersey",182183,232,4245,19607,128,142569,12179,0.13,2.33,10.76,0.07,78.26,6.69
"State Senate District 3 (2024), New Mexico",33791,25135,162,128,18,3898,3886,74.38,0.48,0.38,0.05,11.54,11.5
"State Senate District 3 (2024), New York",241277,474,8152,16898,24,176978,34634,0.2,3.38,7.0,0.01,73.35,14.35
"State Senate District 3 (2024), North Carolina",155105,221,1883,40159,93,101939,7320,0.14,1.21,25.89,0.06,65.72,4.72
"State Senate District 3 (2024), North Dakota",11623,231,110,284,1,10018,560,1.99,0.95,2.44,0.01,86.19,4.82
"State Senate District 3 (2024), Ohio",271289,329,3486,40939,80,209584,7771,0.12,1.28,15.09,0.03,77.25,2.86
"State Senate District 3 (2024), Oklahoma",64728,10014,501,1327,35,44398,2357,15.47,0.77,2.05,0.05,68.59,3.64
"State Senate District 3 (2024), Oregon",109840,418,1202,699,111,91996,11029,0.38,1.09,0.64,0.1,83.75,10.04
"State Senate District 3 (2024), Pennsylvania",188336,251,10047,104090,0,36449,32168,0.13,5.33,55.27,0.0,19.35,17.08
"State Senate District 3 (2024), Puerto Rico",338584,0,69,180,1,1891,335922,0.0,0.02,0.05,0.0,0.56,99.21
"State Senate District 3 (2024), Rhode Island",22336,85,2335,1133,0,16410,1478,0.38,10.45,5.07,0.0,73.47,6.62
"State Senate District 3 (2024), South Carolina",94327,564,883,7832,0,79996,2380,0.6,0.94,8.3,0.0,84.81,2.52
"State Senate District 3 (2024), South Dakota",19702,574,484,62,27,17487,718,2.91,2.46,0.31,0.14,88.76,3.64
"State Senate District 3 (2024), Tennessee",169436,93,1320,5198,34,154748,4093,0.05,0.78,3.07,0.02,91.33,2.42
"State Senate District 3 (2024), Texas",704017,2175,7576,113261,427,479206,83341,0.31,1.08,16.09,0.06,68.07,11.84
"State Senate District 3 (2024), Utah",79914,226,1105,562,154,65983,10333,0.28,1.38,0.7,0.19,82.57,12.93
"State Senate District 3 (2024), Virginia",169946,240,1728,11119,75,148846,3959,0.14,1.02,6.54,0.04,87.58,2.33
"State Senate District 3 (2024), West Virginia",82398,81,307,683,90,79036,881,0.1,0.37,0.83,0.11,95.92,1.07
"State Senate District 3 (2024), Wisconsin",104223,548,3956,8976,18,50770,37290,0.53,3.8,8.61,0.02,48.71,35.78
"State Senate District 3 (2024), Wyoming",15586,202,0,99,23,13865,1030,1.3,0.0,0.64,0.15,88.96,6.61
"State Senate District 30 (2024), Alabama",105296,127,961,25413,12,73806,2783,0.12,0.91,24.13,0.01,70.09,2.64
"State Senate District 30 (2024), Arizona",200556,3045,1699,2245,337,160824,27145,1.52,0.85,1.12,0.17,80.19,13.53
"State Senate District 30 (2024), Arkansas",69818,602,1240,3535,85,57702,4504,0.86,1.78,5.06,0.12,82.65,6.45
"State Senate District 30 (2024), California",649283,1764,132305,22003,1713,105874,376104,0.27,20.38,3.39,0.26,16.31,57.93
"State Senate District 30 (2024), Colorado",128134,243,6372,1731,161,106594,10647,0.19,4.97,1.35,0.13,83.19,8.31
"State Senate District 30 (2024), Connecticut",81298,4,1600,2268,38,70838,5202,0.0,1.97,2.79,0.05,87.13,6.4
"State Senate District 30 (2024), Florida",369019,390,12972,76589,67,189071,82093,0.11,3.52,20.75,0.02,51.24,22.25
"State Senate District 30 (2024), Georgia",140901,271,1145,34378,1,94612,6518,0.19,0.81,24.4,0.0,67.15,4.63
"State Senate District 30 (2024), Idaho",35640,1667,135,57,13,28808,4152,4.68,0.38,0.16,0.04,80.83,11.65
"State Senate District 30 (2024), Illinois",128677,305,12602,16540,41,61610,34651,0.24,9.79,12.85,0.03,47.88,26.93
"State Senate District 30 (2024), Indiana",96893,35,2018,25593,16,60874,5033,0.04,2.08,26.41,0.02,62.83,5.19
"State Senate District 30 (2024), Iowa",49232,85,303,624,6,45945,1730,0.17,0.62,1.27,0.01,93.32,3.51
"State Senate District 30 (2024), Kansas",52874,332,4401,3584,29,38663,3757,0.63,8.32,6.78,0.05,73.12,7.11
"State Senate District 30 (2024), Kentucky",90832,106,336,1246,70,87493,280,0.12,0.37,1.37,0.08,96.32,0.31
"State Senate District 30 (2024), Louisiana",81627,398,776,8957,149,64701,4329,0.49,0.95,10.97,0.18,79.26,5.3
"State Senate District 30 (2024), Maine",31182,78,524,310,0,28889,558,0.25,1.68,0.99,0.0,92.65,1.79
"State Senate District 30 (2024), Maryland",99626,82,1992,11511,119,77459,6454,0.08,2.0,11.55,0.12,77.75,6.48
"State Senate District 30 (2024), Michigan",205889,393,3539,9474,70,176528,11252,0.19,1.72,4.6,0.03,85.74,5.47
"State Senate District 30 (2024), Minnesota",64726,114,1394,2429,0,58326,1423,0.18,2.15,3.75,0.0,90.11,2.2
"State Senate District 30 (2024), Mississippi",43528,89,470,13381,137,27844,1079,0.2,1.08,30.74,0.31,63.97,2.48
"State Senate District 30 (2024), Missouri",145924,386,2017,5821,183,126181,6341,0.26,1.38,3.99,0.13,86.47,4.35
"State Senate District 30 (2024), Montana",15616,27,116,69,1,14550,656,0.17,0.74,0.44,0.01,93.17,4.2
"State Senate District 30 (2024), Nebraska",31187,88,533,115,3,29129,747,0.28,1.71,0.37,0.01,93.4,2.4
"State Senate District 30 (2024), New Jersey",132865,72,2008,3567,9,115381,10537,0.05,1.51,2.68,0.01,86.84,7.93
"State Senate District 30 (2024), New Mexico",36033,11995,200,945,63,8481,13849,33.29,0.56,2.62,0.17,23.54,38.43
"State Senate District 30 (2024), New York",227586,173,13107,89176,0,55504,61701,0.08,5.76,39.18,0.0,24.39,27.11
"State Senate District 30 (2024), North Carolina",164633,196,1797,14512,9,137107,7432,0.12,1.09,8.81,0.01,83.28,4.51
"State Senate District 30 (2024), North Dakota",12513,859,29,190,15,10899,346,6.86,0.23,1.52,0.12,87.1,2.77
"State Senate District 30 (2024), Ohio",272032,211,1072,7273,6,253679,3273,0.08,0.39,2.67,0.0,93.25,1.2
"State Senate District 30 (2024), Oklahoma",50674,1539,1156,6020,4,30657,8630,3.04,2.28,11.88,0.01,60.5,17.03
"State Senate District 30 (2024), Oregon",110938,1361,594,843,71,93080,11324,1.23,0.54,0.76,0.06,83.9,10.21
"State Senate District 30 (2024), Pennsylvania",196652,114,799,4147,27,186226,2848,0.06,0.41,2.11,0.01,94.7,1.45
"State Senate District 30 (2024), Rhode Island",24117,8,355,532,4,21703,1027,0.03,1.47,2.21,0.02,89.99,4.26
"State Senate District 30 (2024), South Carolina",83891,597,214,39272,3,40652,1155,0.71,0.26,46.81,0.0,48.46,1.38
"State Senate District 30 (2024), South Dakota",21163,691,92,42,12,18948,488,3.27,0.43,0.2,0.06,89.53,2.31
"State Senate District 30 (2024), Tennessee",133150,101,2347,84859,267,37757,4893,0.08,1.76,63.73,0.2,28.36,3.67
"State Senate District 30 (2024), Texas",723004,1567,43974,68783,562,485584,100786,0.22,6.08,9.51,0.08,67.16,13.94
"State Senate District 30 (2024), Virginia",132776,107,13272,18889,109,70076,25523,0.08,10.0,14.23,0.08,52.78,19.22
"State Senate District 30 (2024), Wisconsin",132611,2361,3933,3500,52,108769,9924,1.78,2.97,2.64,0.04,82.02,7.48
"State Senate District 30 (2024), Wyoming",14774,53,14,72,0,13356,835,0.36,0.09,0.49,0.0,90.4,5.65
"State Senate District 31 (2024), Alabama",104509,335,770,20151,58,76296,3816,0.32,0.74,19.28,0.06,73.0,3.65
"State Senate District 31 (2024), Arkansas",47316,215,1560,1081,801,30915,10997,0.45,3.3,2.28,1.69,65.34,23.24
"State Senate District 31 (2024), California",608365,1220,47532,56916,2118,141740,345429,0.2,7.81,9.36,0.35,23.3,56.78
"State Senate District 31 (2024), Colorado",137218,290,3440,7431,1,107529,13830,0.21,2.51,5.42,0.0,78.36,10.08
"State Senate District 31 (2024), Connecticut",77833,31,2335,3751,30,59552,10136,0.04,3.0,4.82,0.04,76.51,13.02
"State Senate District 31 (2024), Florida",430210,278,9179,41865,269,307546,63624,0.06,2.13,9.73,0.06,71.49,14.79
"State Senate District 31 (2024), Georgia",144844,100,1117,31206,115,99955,9142,0.07,0.77,21.54,0.08,69.01,6.31
"State Senate District 31 (2024), Idaho",39248,126,51,45,14,35359,2802,0.32,0.13,0.11,0.04,90.09,7.14
"State Senate District 31 (2024), Illinois",148679,141,9284,12399,42,92802,30846,0.09,6.24,8.34,0.03,62.42,20.75
"State Senate District 31 (2024), Indiana",97064,16,4020,6540,108,80758,3446,0.02,4.14,6.74,0.11,83.2,3.55
"State Senate District 31 (2024), Iowa",45719,50,1063,6645,116,34573,2108,0.11,2.33,14.53,0.25,75.62,4.61
"State Senate District 31 (2024), Kansas",56523,172,747,1450,0,47568,5064,0.3,1.32,2.57,0.0,84.16,8.96
"State Senate District 31 (2024), Kentucky",89357,87,490,1439,47,85546,730,0.1,0.55,1.61,0.05,95.74,0.82
"State Senate District 31 (2024), Louisiana",91768,1421,907,22385,5,62072,2836,1.55,0.99,24.39,0.01,67.64,3.09
"State Senate District 31 (2024), Maine",32118,55,199,216,1,29808,733,0.17,0.62,0.67,0.0,92.81,2.28
"State Senate District 31 (2024), Maryland",98123,166,2791,9320,3,78411,4432,0.17,2.84,9.5,0.0,79.91,4.52
"State Senate District 31 (2024), Michigan",199203,259,4617,3051,39,172202,16255,0.13,2.32,1.53,0.02,86.45,8.16
"State Senate District 31 (2024), Minnesota",65591,77,1606,1475,31,60032,985,0.12,2.45,2.25,0.05,91.52,1.5
"State Senate District 31 (2024), Mississippi",39389,522,95,12216,74,24428,1434,1.33,0.24,31.01,0.19,62.02,3.64
"State Senate District 31 (2024), Missouri",138249,295,990,6037,99,122088,5561,0.21,0.72,4.37,0.07,88.31,4.02
"State Senate District 31 (2024), Montana",17991,135,245,135,0,16239,952,0.75,1.36,0.75,0.0,90.26,5.29
"State Senate District 31 (2024), Nebraska",28094,38,722,677,3,24991,1100,0.14,2.57,2.41,0.01,88.95,3.92
"State Senate District 31 (2024), New Jersey",154434,273,15341,41663,158,47605,46182,0.18,9.93,26.98,0.1,30.83,29.9
"State Senate District 31 (2024), New Mexico",32517,92,50,236,1,3552,28259,0.28,0.15,0.73,0.0,10.92,86.91
"State Senate District 31 (2024), New York",205863,373,6533,29454,39,41235,124251,0.18,3.17,14.31,0.02,20.03,60.36
"State Senate District 31 (2024), North Carolina",168092,231,2719,22440,80,129482,10047,0.14,1.62,13.35,0.05,77.03,5.98
"State Senate District 31 (2024), North Dakota",11311,2279,16,357,0,8188,304,20.15,0.14,3.16,0.0,72.39,2.69
"State Senate District 31 (2024), Ohio",261411,190,1055,4194,20,247582,3623,0.07,0.4,1.6,0.01,94.71,1.39
"State Senate District 31 (2024), Oklahoma",61004,2706,704,5674,129,42362,5138,4.44,1.15,9.3,0.21,69.44,8.42
"State Senate District 31 (2024), Pennsylvania",203481,47,2787,14814,2,162336,19690,0.02,1.37,7.28,0.0,79.78,9.68
"State Senate District 31 (2024), Rhode Island",21986,8,230,660,73,18857,1669,0.04,1.05,3.0,0.33,85.77,7.59
"State Senate District 31 (2024), South Carolina",78977,139,1023,26454,21,48143,2048,0.18,1.3,33.5,0.03,60.96,2.59
"State Senate District 31 (2024), South Dakota",22631,471,87,64,21,20609,662,2.08,0.38,0.28,0.09,91.07,2.93
"State Senate District 31 (2024), Tennessee",146732,69,6207,27374,238,105908,4582,0.05,4.23,18.66,0.16,72.18,3.12
"State Senate District 31 (2024), Texas",590056,1731,7088,28955,534,314702,225318,0.29,1.2,4.91,0.09,53.33,38.19
"State Senate District 31 (2024), Virginia",154923,107,15389,10258,48,110075,14752,0.07,9.93,6.62,0.03,71.05,9.52
"State Senate District 31 (2024), Wisconsin",141420,380,3821,1285,110,131285,2442,0.27,2.7,0.91,0.08,92.83,1.73
"State Senate District 31 (2024), Wyoming",14691,16,78,477,55,11295,2426,0.11,0.53,3.25,0.37,76.88,16.51
"State Senate District 32 (2024), Alabama",124236,250,1240,8584,73,106981,4651,0.2,1.0,6.91,0.06,86.11,3.74
"State Senate District 32 (2024), Arkansas",56558,247,661,599,144,43164,10297,0.44,1.17,1.06,0.25,76.32,18.21
"State Senate District 32 (2024), California",680131,1710,81709,41510,1753,327444,202856,0.25,12.01,6.1,0.26,48.14,29.83
"State Senate District 32 (2024), Colorado",119372,450,4157,6888,43,77847,26070,0.38,3.48,5.77,0.04,65.21,21.84
"State Senate District 32 (2024), Connecticut",82853,6,2442,2822,16,69533,6354,0.01,2.95,3.41,0.02,83.92,7.67
"State Senate District 32 (2024), Florida",364044,303,11442,160844,235,104095,79185,0.08,3.14,44.18,0.06,28.59,21.75
"State Senate District 32 (2024), Georgia",141342,57,5998,20231,14,100135,11474,0.04,4.24,14.31,0.01,70.85,8.12
"State Senate District 32 (2024), Idaho",35234,71,453,102,44,30317,3705,0.2,1.29,0.29,0.12,86.04,10.52
"State Senate District 32 (2024), Illinois",162861,80,3192,2578,46,139688,15158,0.05,1.96,1.58,0.03,85.77,9.31
"State Senate District 32 (2024), Indiana",96163,43,4054,9772,0,74870,5458,0.04,4.22,10.16,0.0,77.86,5.68
"State Senate District 32 (2024), Iowa",48573,74,99,283,0,46945,662,0.15,0.2,0.58,0.0,96.65,1.36
"State Senate District 32 (2024), Kansas",56904,538,381,962,1,49865,3469,0.95,0.67,1.69,0.0,87.63,6.1
"State Senate District 32 (2024), Kentucky",95007,92,1857,5438,144,82411,2393,0.1,1.95,5.72,0.15,86.74,2.52
"State Senate District 32 (2024), Louisiana",86115,312,171,18845,78,62079,2743,0.36,0.2,21.88,0.09,72.09,3.19
"State Senate District 32 (2024), Maine",31812,10,242,253,15,30196,502,0.03,0.76,0.8,0.05,94.92,1.58
"State Senate District 32 (2024), Maryland",100040,224,5327,34389,71,47985,7818,0.22,5.32,34.38,0.07,47.97,7.81
"State Senate District 32 (2024), Michigan",204715,1206,950,16885,93,170700,9396,0.59,0.46,8.25,0.05,83.38,4.59
"State Senate District 32 (2024), Minnesota",63959,212,4508,4615,0,51477,1867,0.33,7.05,7.22,0.0,80.48,2.92
"State Senate District 32 (2024), Mississippi",40385,226,169,25848,5,12519,386,0.56,0.42,64.0,0.01,31.0,0.96
"State Senate District 32 (2024), Missouri",134908,1122,1423,1992,111,118290,6911,0.83,1.05,1.48,0.08,87.68,5.12
"State Senate District 32 (2024), Montana",18997,162,217,70,2,16945,938,0.85,1.14,0.37,0.01,89.2,4.94
"State Senate District 32 (2024), Nebraska",28317,77,217,59,4,25536,1863,0.27,0.77,0.21,0.01,90.18,6.58
"State Senate District 32 (2024), New Jersey",139355,213,24585,9187,145,73111,28777,0.15,17.64,6.59,0.1,52.46,20.65
"State Senate District 32 (2024), New Mexico",31851,390,48,455,5,11944,18491,1.22,0.15,1.43,0.02,37.5,58.05
"State Senate District 32 (2024), New York",180337,813,1544,65659,14,4754,105427,0.45,0.86,36.41,0.01,2.64,58.46
"State Senate District 32 (2024), North Carolina",149548,219,2156,53606,158,77873,11696,0.15,1.44,35.85,0.11,52.07,7.82
"State Senate District 32 (2024), North Dakota",13620,704,128,197,0,11863,316,5.17,0.94,1.45,0.0,87.1,2.32
"State Senate District 32 (2024), Ohio",289852,170,1107,15271,98,261098,6418,0.06,0.38,5.27,0.03,90.08,2.21
"State Senate District 32 (2024), Oklahoma",60591,2206,1438,8068,327,36756,7685,3.64,2.37,13.32,0.54,60.66,12.68
"State Senate District 32 (2024), Pennsylvania",201584,71,612,5991,53,190177,2089,0.04,0.3,2.97,0.03,94.34,1.04
"State Senate District 32 (2024), Rhode Island",21045,9,542,212,2,19345,590,0.04,2.58,1.01,0.01,91.92,2.8
"State Senate District 32 (2024), South Carolina",83104,128,257,41275,0,38992,1258,0.15,0.31,49.67,0.0,46.92,1.51
"State Senate District 32 (2024), South Dakota",19870,2190,150,333,0,15165,835,11.02,0.75,1.68,0.0,76.32,4.2
"State Senate District 32 (2024), Tennessee",148559,167,1863,46572,66,91995,4910,0.11,1.25,31.35,0.04,61.92,3.31
"State Senate District 32 (2024), Virginia",139204,255,36750,13652,117,69516,14292,0.18,26.4,9.81,0.08,49.94,10.27
"State Senate District 32 (2024), Wisconsin",138733,238,3760,1797,21,127917,2937,0.17,2.71,1.3,0.02,92.2,2.12
"State Senate District 33 (2024), Alabama",102050,196,878,62227,0,35058,2124,0.19,0.86,60.98,0.0,34.35,2.08
"State Senate District 33 (2024), Arkansas",58668,326,1901,1132,277,47222,5606,0.56,3.24,1.93,0.47,80.49,9.56
"State Senate District 33 (2024), California",610356,1368,57233,57262,2922,139067,338289,0.22,9.38,9.38,0.48,22.78,55.42
"State Senate District 33 (2024), Colorado",109569,394,4584,24073,35,48835,28374,0.36,4.18,21.97,0.03,44.57,25.9
"State Senate District 33 (2024), Connecticut",79194,13,1354,978,195,72456,3114,0.02,1.71,1.23,0.25,91.49,3.93
"State Senate District 33 (2024), Florida",430736,286,6433,24380,134,332648,60575,0.07,1.49,5.66,0.03,77.23,14.06
"State Senate District 33 (2024), Georgia",126698,157,4086,47684,38,55316,15481,0.12,3.22,37.64,0.03,43.66,12.22
