geoname,Total,American Indian or Alaska Native Alone,Asian Alone,Black or African American Alone,Native Hawaiian or Other Pacific Islander Alone,White Alone,Hispanic or Latino,American Indian or Alaska Native Alone %,Asian Alone %,Black or African American Alone %,Native Hawaiian or Other Pacific Islander Alone %,White Alone %,Hispanic or Latino %
"State Senate District 2 (2024), Puerto Rico",331407,47,245,552,95,2113,328233,0.01,0.07,0.17,0.03,0.64,99.04
"State Senate District 2 (2024), Rhode Island",13062,246,856,1701,3,2287,7686,1.88,6.55,13.02,0.02,17.51,58.84
"State Senate District 2 (2024), South Carolina",89579,149,660,7015,24,76231,3544,0.17,0.74,7.83,0.03,85.1,3.96
"State Senate District 2 (2024), South Dakota",18603,25,154,1110,0,16562,488,0.13,0.83,5.97,0.0,89.03,2.62
"State Senate District 2 (2024), Tennessee",164686,134,858,3775,37,152785,4106,0.08,0.52,2.29,0.02,92.77,2.49
"State Senate District 2 (2024), Texas",671015,1234,42669,96177,300,378249,135118,0.18,6.36,14.33,0.04,56.37,20.14
"State Senate District 2 (2024), Utah",79793,91,1244,558,96,69718,6006,0.11,1.56,0.7,0.12,87.37,7.53
"State Senate District 2 (2024), Virginia",166139,118,1774,6370,91,144686,9866,0.07,1.07,3.83,0.05,87.09,5.94
"State Senate District 2 (2024), West Virginia",81522,47,220,695,15,78589,618,0.06,0.27,0.85,0.02,96.4,0.76
"State Senate District 2 (2024), Wisconsin",139544,6010,1167,1270,27,124890,3162,4.31,0.84,0.91,0.02,89.5,2.27
"State Senate District 2 (2024), Wyoming",13950,17,65,71,0,12436,1013,0.12,0.47,0.51,0.0,89.15,7.26
"State Senate District 20 (2024), Alabama",96438,61,465,63797,20,28758,1703,0.06,0.48,66.15,0.02,29.82,1.77
"State Senate District 20 (2024), Arizona",177154,4815,4655,4661,235,77440,79755,2.72,2.63,2.63,0.13,43.71,45.02
"State Senate District 20 (2024), Arkansas",64992,161,529,11526,0,48735,2366,0.25,0.81,17.73,0.0,74.99,3.64
"State Senate District 20 (2024), California",561685,1261,61518,24866,953,172379,288711,0.22,10.95,4.43,0.17,30.69,51.4
"State Senate District 20 (2024), Colorado",130970,326,3373,968,49,108598,14898,0.25,2.58,0.74,0.04,82.92,11.38
"State Senate District 20 (2024), Connecticut",74596,132,2149,3909,1,58801,7801,0.18,2.88,5.24,0.0,78.83,10.46
"State Senate District 20 (2024), Delaware",44691,220,509,2885,2,38888,1476,0.49,1.14,6.46,0.0,87.02,3.3
"State Senate District 20 (2024), Florida",424143,322,9575,43006,160,300363,61555,0.08,2.26,10.14,0.04,70.82,14.51
"State Senate District 20 (2024), Georgia",149066,254,1968,47569,240,91998,4577,0.17,1.32,31.91,0.16,61.72,3.07
"State Senate District 20 (2024), Hawaii",42873,23,18767,1445,2583,7356,4515,0.05,43.77,3.37,6.02,17.16,10.53
"State Senate District 20 (2024), Idaho",41742,56,1125,395,47,35779,3522,0.13,2.7,0.95,0.11,85.71,8.44
"State Senate District 20 (2024), Illinois",141091,152,9757,6694,86,66623,54313,0.11,6.92,4.74,0.06,47.22,38.5
"State Senate District 20 (2024), Indiana",100828,70,3274,3040,3,89213,3512,0.07,3.25,3.02,0.0,88.48,3.48
"State Senate District 20 (2024), Iowa",48161,39,1635,2455,7,40501,2791,0.08,3.39,5.1,0.01,84.1,5.8
"State Senate District 20 (2024), Kansas",55639,75,877,2560,23,46475,3685,0.13,1.58,4.6,0.04,83.53,6.62
"State Senate District 20 (2024), Kentucky",84188,51,573,4798,50,75203,1737,0.06,0.68,5.7,0.06,89.33,2.06
"State Senate District 20 (2024), Louisiana",86158,4226,464,9675,17,65710,3338,4.9,0.54,11.23,0.02,76.27,3.87
"State Senate District 20 (2024), Maine",31219,23,263,325,1,29619,643,0.07,0.84,1.04,0.0,94.87,2.06
"State Senate District 20 (2024), Maryland",82389,165,7070,27870,68,33849,10622,0.2,8.58,33.83,0.08,41.08,12.89
"State Senate District 20 (2024), Michigan",195241,456,2672,15668,60,160974,11056,0.23,1.37,8.02,0.03,82.45,5.66
"State Senate District 20 (2024), Minnesota",64523,311,675,278,0,61210,1304,0.48,1.05,0.43,0.0,94.87,2.02
"State Senate District 20 (2024), Mississippi",43182,301,452,6383,14,34409,709,0.7,1.05,14.78,0.03,79.68,1.64
"State Senate District 20 (2024), Missouri",133407,475,1362,1297,29,123978,3230,0.36,1.02,0.97,0.02,92.93,2.42
"State Senate District 20 (2024), Montana",16377,487,22,21,0,14787,625,2.97,0.13,0.13,0.0,90.29,3.82
"State Senate District 20 (2024), Nebraska",31979,39,500,808,1,28476,1561,0.12,1.56,2.53,0.0,89.05,4.88
"State Senate District 20 (2024), Nevada",119374,378,7761,4868,529,87399,14640,0.32,6.5,4.08,0.44,73.21,12.26
"State Senate District 20 (2024), New Hampshire",44098,36,1091,2028,21,36594,3322,0.08,2.47,4.6,0.05,82.98,7.53
"State Senate District 20 (2024), New Jersey",130260,127,6436,37413,4,32410,51348,0.1,4.94,28.72,0.0,24.88,39.42
"State Senate District 20 (2024), New Mexico",41574,2034,918,1143,56,23367,13209,4.89,2.21,2.75,0.13,56.21,31.77
"State Senate District 20 (2024), New York",226106,250,9550,103784,39,82358,23337,0.11,4.22,45.9,0.02,36.42,10.32
"State Senate District 20 (2024), North Carolina",156508,237,6742,42089,66,94237,8891,0.15,4.31,26.89,0.04,60.21,5.68
"State Senate District 20 (2024), North Dakota",12592,56,40,175,1,11873,236,0.44,0.32,1.39,0.01,94.29,1.87
"State Senate District 20 (2024), Ohio",276939,119,6474,16099,194,242796,5292,0.04,2.34,5.81,0.07,87.67,1.91
"State Senate District 20 (2024), Oklahoma",62173,2513,450,2828,60,49214,3420,4.04,0.72,4.55,0.1,79.16,5.5
"State Senate District 20 (2024), Oregon",109289,276,7107,1517,213,87043,8718,0.25,6.5,1.39,0.19,79.64,7.98
"State Senate District 20 (2024), Pennsylvania",218221,53,1324,7201,34,194462,11933,0.02,0.61,3.3,0.02,89.11,5.47
"State Senate District 20 (2024), Rhode Island",19312,18,795,580,2,14558,2589,0.09,4.12,3.0,0.01,75.38,13.41
"State Senate District 20 (2024), South Carolina",87154,61,1429,15305,99,64887,2960,0.07,1.64,17.56,0.11,74.45,3.4
"State Senate District 20 (2024), South Dakota",18180,466,81,71,0,16793,518,2.56,0.45,0.39,0.0,92.37,2.85
"State Senate District 20 (2024), Tennessee",163135,99,3280,18031,15,129623,8263,0.06,2.01,11.05,0.01,79.46,5.07
"State Senate District 20 (2024), Texas",556962,798,8566,11190,430,100632,432197,0.14,1.54,2.01,0.08,18.07,77.6
"State Senate District 20 (2024), Utah",79443,1630,683,204,135,70102,4863,2.05,0.86,0.26,0.17,88.24,6.12
"State Senate District 20 (2024), Virginia",165147,204,4484,25352,21,120862,9311,0.12,2.72,15.35,0.01,73.18,5.64
"State Senate District 20 (2024), Wisconsin",138761,160,1277,1855,25,128912,4520,0.12,0.92,1.34,0.02,92.9,3.26
"State Senate District 20 (2024), Wyoming",14170,61,36,10,24,12599,1053,0.43,0.25,0.07,0.17,88.91,7.43
"State Senate District 21 (2024), Alabama",117196,319,1125,26054,17,83303,3831,0.27,0.96,22.23,0.01,71.08,3.27
"State Senate District 21 (2024), Arizona",163749,2017,2587,7475,179,62195,85077,1.23,1.58,4.56,0.11,37.98,51.96
"State Senate District 21 (2024), Arkansas",65965,126,133,861,151,61884,1488,0.19,0.2,1.31,0.23,93.81,2.26
"State Senate District 21 (2024), California",668292,1642,37795,13944,1074,329706,264715,0.25,5.66,2.09,0.16,49.34,39.61
"State Senate District 21 (2024), Colorado",111208,326,2809,2775,254,58983,43319,0.29,2.53,2.5,0.23,53.04,38.95
"State Senate District 21 (2024), Connecticut",81541,19,3222,4916,0,62635,9416,0.02,3.95,6.03,0.0,76.81,11.55
"State Senate District 21 (2024), Delaware",37695,61,215,5271,0,28779,2466,0.16,0.57,13.98,0.0,76.35,6.54
"State Senate District 21 (2024), Florida",430917,237,8020,19779,223,350391,44577,0.05,1.86,4.59,0.05,81.31,10.34
"State Senate District 21 (2024), Georgia",137865,97,5277,10119,1,109949,9413,0.07,3.83,7.34,0.0,79.75,6.83
"State Senate District 21 (2024), Hawaii",43264,93,14544,1479,5229,6580,5154,0.21,33.62,3.42,12.09,15.21,11.91
"State Senate District 21 (2024), Idaho",43608,111,500,589,88,37470,3734,0.25,1.15,1.35,0.2,85.92,8.56
"State Senate District 21 (2024), Illinois",152910,101,16512,7677,42,113400,12031,0.07,10.8,5.02,0.03,74.16,7.87
"State Senate District 21 (2024), Indiana",108506,34,1609,6714,9,93232,4148,0.03,1.48,6.19,0.01,85.92,3.82
"State Senate District 21 (2024), Iowa",48845,5,1157,967,2,45204,1185,0.01,2.37,1.98,0.0,92.55,2.43
"State Senate District 21 (2024), Kansas",54919,50,1612,4808,27,42168,4850,0.09,2.94,8.75,0.05,76.78,8.83
"State Senate District 21 (2024), Kentucky",91753,78,130,809,69,88029,1226,0.09,0.14,0.88,0.08,95.94,1.34
"State Senate District 21 (2024), Louisiana",86543,1413,875,20576,8,58096,3732,1.63,1.01,23.78,0.01,67.13,4.31
"State Senate District 21 (2024), Maine",28474,22,369,1342,0,25248,690,0.08,1.3,4.71,0.0,88.67,2.42
"State Senate District 21 (2024), Maryland",86794,152,7950,34274,18,30392,10749,0.18,9.16,39.49,0.02,35.02,12.38
"State Senate District 21 (2024), Michigan",200667,415,3951,22902,74,152188,14573,0.21,1.97,11.41,0.04,75.84,7.26
"State Senate District 21 (2024), Minnesota",58661,148,1238,713,22,51135,4569,0.25,2.11,1.22,0.04,87.17,7.79
"State Senate District 21 (2024), Mississippi",39540,40,225,24530,0,13662,297,0.1,0.57,62.04,0.0,34.55,0.75
"State Senate District 21 (2024), Missouri",141327,322,528,4756,147,127781,4785,0.23,0.37,3.37,0.1,90.42,3.39
"State Senate District 21 (2024), Montana",14028,7070,22,158,1,5855,586,50.4,0.16,1.13,0.01,41.74,4.18
"State Senate District 21 (2024), Nebraska",28347,238,1238,787,8,24004,1504,0.84,4.37,2.78,0.03,84.68,5.31
"State Senate District 21 (2024), Nevada",89139,119,7383,9881,167,32662,35509,0.13,8.28,11.08,0.19,36.64,39.84
"State Senate District 21 (2024), New Hampshire",47798,21,1156,143,7,43937,1521,0.04,2.42,0.3,0.01,91.92,3.18
"State Senate District 21 (2024), New Jersey",159718,54,15660,5174,40,121577,14024,0.03,9.8,3.24,0.03,76.12,8.78
"State Senate District 21 (2024), New Mexico",40271,439,2809,536,0,24965,10616,1.09,6.98,1.33,0.0,61.99,26.36
"State Senate District 21 (2024), New York",200214,305,14918,107895,92,52130,20997,0.15,7.45,53.89,0.05,26.04,10.49
"State Senate District 21 (2024), North Carolina",168532,1411,2491,29219,409,115365,13469,0.84,1.48,17.34,0.24,68.45,7.99
"State Senate District 21 (2024), North Dakota",13513,322,194,594,1,11445,660,2.38,1.44,4.4,0.01,84.7,4.88
"State Senate District 21 (2024), Ohio",281002,203,3926,162631,15,100434,6620,0.07,1.4,57.88,0.01,35.74,2.36
"State Senate District 21 (2024), Oklahoma",65224,2915,890,2044,52,51642,3241,4.47,1.36,3.13,0.08,79.18,4.97
"State Senate District 21 (2024), Oregon",114490,306,4176,2117,176,93426,9225,0.27,3.65,1.85,0.15,81.6,8.06
"State Senate District 21 (2024), Pennsylvania",209370,84,818,2798,66,200308,2753,0.04,0.39,1.34,0.03,95.67,1.31
"State Senate District 21 (2024), Rhode Island",23087,6,155,166,13,21441,582,0.03,0.67,0.72,0.06,92.87,2.52
"State Senate District 21 (2024), South Carolina",83295,74,1383,42247,14,34305,3066,0.09,1.66,50.72,0.02,41.18,3.68
"State Senate District 21 (2024), South Dakota",17630,2134,56,77,0,14532,197,12.1,0.32,0.44,0.0,82.43,1.12
"State Senate District 21 (2024), Tennessee",150178,183,5988,19421,110,109808,10505,0.12,3.99,12.93,0.07,73.12,7.0
"State Senate District 21 (2024), Texas",600091,912,9959,25187,121,194420,359737,0.15,1.66,4.2,0.02,32.4,59.95
"State Senate District 21 (2024), Utah",76533,341,893,443,418,67769,4743,0.45,1.17,0.58,0.55,88.55,6.2
"State Senate District 21 (2024), Virginia",158351,399,5056,66105,54,68007,12262,0.25,3.19,41.75,0.03,42.95,7.74
"State Senate District 21 (2024), Wisconsin",130601,272,2865,9260,190,100583,14468,0.21,2.19,7.09,0.15,77.02,11.08
"State Senate District 21 (2024), Wyoming",15440,119,51,127,0,14310,518,0.77,0.33,0.82,0.0,92.68,3.35
"State Senate District 22 (2024), Alabama",108445,2105,385,19337,39,81610,2656,1.94,0.36,17.83,0.04,75.25,2.45
"State Senate District 22 (2024), Arizona",153954,1805,4345,19141,199,42482,82241,1.17,2.82,12.43,0.13,27.59,53.42
"State Senate District 22 (2024), Arkansas",65462,193,246,804,91,61191,1635,0.29,0.38,1.23,0.14,93.48,2.5
"State Senate District 22 (2024), California",638118,1538,108372,32763,1504,112263,369197,0.24,16.98,5.13,0.24,17.59,57.86
"State Senate District 22 (2024), Colorado",131738,572,3272,1946,172,99321,23058,0.43,2.48,1.48,0.13,75.39,17.5
"State Senate District 22 (2024), Connecticut",70678,22,3756,8010,0,45437,12795,0.03,5.31,11.33,0.0,64.29,18.1
"State Senate District 22 (2024), Florida",455127,493,8160,17297,188,385616,36812,0.11,1.79,3.8,0.04,84.73,8.09
"State Senate District 22 (2024), Georgia",144163,100,2098,83557,131,47527,6806,0.07,1.46,57.96,0.09,32.97,4.72
"State Senate District 22 (2024), Hawaii",33712,81,4101,861,10734,4394,3758,0.24,12.16,2.55,31.84,13.03,11.15
"State Senate District 22 (2024), Idaho",39240,82,906,273,40,33883,3076,0.21,2.31,0.7,0.1,86.35,7.84
"State Senate District 22 (2024), Illinois",120830,236,16163,7530,0,55538,38579,0.2,13.38,6.23,0.0,45.96,31.93
"State Senate District 22 (2024), Indiana",97319,50,1355,5515,0,83433,5618,0.05,1.39,5.67,0.0,85.73,5.77
"State Senate District 22 (2024), Iowa",45554,16,1821,2279,0,39226,1559,0.04,4.0,5.0,0.0,86.11,3.42
"State Senate District 22 (2024), Kansas",57475,87,1337,3706,90,45922,4555,0.15,2.33,6.45,0.16,79.9,7.93
"State Senate District 22 (2024), Kentucky",91139,52,1260,7179,10,78002,2567,0.06,1.38,7.88,0.01,85.59,2.82
"State Senate District 22 (2024), Louisiana",92997,102,1556,23244,25,62766,3473,0.11,1.67,24.99,0.03,67.49,3.73
"State Senate District 22 (2024), Maine",32484,100,115,64,45,31010,461,0.31,0.35,0.2,0.14,95.46,1.42
"State Senate District 22 (2024), Maryland",71751,127,3153,38840,2,15463,11278,0.18,4.39,54.13,0.0,21.55,15.72
"State Senate District 22 (2024), Michigan",206386,317,1345,1783,2,194755,5034,0.15,0.65,0.86,0.0,94.36,2.44
"State Senate District 22 (2024), Minnesota",63748,113,238,548,3,59754,2317,0.18,0.37,0.86,0.0,93.73,3.63
"State Senate District 22 (2024), Mississippi",39701,41,125,23845,2,14468,1083,0.1,0.31,60.06,0.01,36.44,2.73
"State Senate District 22 (2024), Missouri",140441,148,1223,1307,48,132191,3268,0.11,0.87,0.93,0.03,94.13,2.33
"State Senate District 22 (2024), Montana",17182,451,46,33,27,15325,651,2.62,0.27,0.19,0.16,89.19,3.79
"State Senate District 22 (2024), Nebraska",26483,30,6,186,0,22603,3244,0.11,0.02,0.7,0.0,85.35,12.25
"State Senate District 22 (2024), New Hampshire",48120,95,1153,429,18,43778,1915,0.2,2.4,0.89,0.04,90.98,3.98
"State Senate District 22 (2024), New Jersey",151769,70,7071,37266,22,70672,34026,0.05,4.66,24.55,0.01,46.57,22.42
"State Senate District 22 (2024), New Mexico",36881,22513,113,240,5,6297,7151,61.04,0.31,0.65,0.01,17.07,19.39
"State Senate District 22 (2024), New York",170549,291,23824,7869,75,122970,12775,0.17,13.97,4.61,0.04,72.1,7.49
"State Senate District 22 (2024), North Carolina",140896,385,4685,48946,120,71696,10864,0.27,3.33,34.74,0.09,50.89,7.71
"State Senate District 22 (2024), North Dakota",12138,13,44,158,0,11343,329,0.11,0.36,1.3,0.0,93.45,2.71
"State Senate District 22 (2024), Ohio",280136,185,1809,9849,246,256585,5292,0.07,0.65,3.52,0.09,91.59,1.89
"State Senate District 22 (2024), Oklahoma",64722,808,3004,5833,0,46791,4304,1.25,4.64,9.01,0.0,72.3,6.65
"State Senate District 22 (2024), Oregon",112984,510,4835,10279,983,80417,10106,0.45,4.28,9.1,0.87,71.18,8.94
"State Senate District 22 (2024), Pennsylvania",189609,88,3823,8168,62,158105,15779,0.05,2.02,4.31,0.03,83.38,8.32
"State Senate District 22 (2024), Rhode Island",24254,16,394,1175,0,20657,1682,0.07,1.62,4.84,0.0,85.17,6.93
"State Senate District 22 (2024), South Carolina",82313,33,2484,38053,10,36266,3427,0.04,3.02,46.23,0.01,44.06,4.16
"State Senate District 22 (2024), South Dakota",18082,189,821,195,3,15383,1127,1.05,4.54,1.08,0.02,85.07,6.23
"State Senate District 22 (2024), Tennessee",160473,311,3566,32860,237,103781,13279,0.19,2.22,20.48,0.15,64.67,8.27
"State Senate District 22 (2024), Texas",683890,1040,20522,109579,978,407634,127653,0.15,3.0,16.02,0.14,59.61,18.67
"State Senate District 22 (2024), Utah",78183,92,1595,629,487,66432,6694,0.12,2.04,0.8,0.62,84.97,8.56
"State Senate District 22 (2024), Virginia",156842,215,13566,41434,100,81166,14121,0.14,8.65,26.42,0.06,51.75,9.0
"State Senate District 22 (2024), Wisconsin",131534,221,2121,13621,13,95278,16231,0.17,1.61,10.36,0.01,72.44,12.34
"State Senate District 22 (2024), Wyoming",16314,113,63,1,0,15309,576,0.69,0.39,0.01,0.0,93.84,3.53
"State Senate District 23 (2024), Alabama",105703,352,281,58326,5,44500,575,0.33,0.27,55.18,0.0,42.1,0.54
"State Senate District 23 (2024), Arizona",154226,7720,1964,6738,218,52175,82518,5.01,1.27,4.37,0.14,33.83,53.5
"State Senate District 23 (2024), Arkansas",70646,333,320,509,38,66516,1468,0.47,0.45,0.72,0.05,94.15,2.08
"State Senate District 23 (2024), California",666699,1676,42194,75215,1591,240841,287134,0.25,6.33,11.28,0.24,36.12,43.07
"State Senate District 23 (2024), Colorado",131006,304,3200,1185,63,105490,18449,0.23,2.44,0.9,0.05,80.52,14.08
"State Senate District 23 (2024), Connecticut",55907,227,1947,14482,4,13274,25021,0.41,3.48,25.9,0.01,23.74,44.75
"State Senate District 23 (2024), Florida",423684,409,16388,46985,361,261531,87821,0.1,3.87,11.09,0.09,61.73,20.73
"State Senate District 23 (2024), Georgia",146645,60,1094,52313,16,83543,5223,0.04,0.75,35.67,0.01,56.97,3.56
"State Senate District 23 (2024), Hawaii",53922,59,10236,3098,4017,19287,6516,0.11,18.98,5.75,7.45,35.77,12.08
"State Senate District 23 (2024), Idaho",38930,284,328,172,125,33566,3567,0.73,0.84,0.44,0.32,86.22,9.16
"State Senate District 23 (2024), Illinois",150046,12,19201,6954,19,99596,22015,0.01,12.8,4.63,0.01,66.38,14.67
"State Senate District 23 (2024), Indiana",102815,99,5249,2301,25,89243,3702,0.1,5.11,2.24,0.02,86.8,3.6
"State Senate District 23 (2024), Iowa",46464,17,632,770,4,43102,1428,0.04,1.36,1.66,0.01,92.76,3.07
"State Senate District 23 (2024), Kansas",51223,74,2101,2292,2,41498,4073,0.14,4.1,4.47,0.0,81.01,7.95
"State Senate District 23 (2024), Kentucky",93094,55,795,3590,90,83680,2268,0.06,0.85,3.86,0.1,89.89,2.44
"State Senate District 23 (2024), Louisiana",93411,89,1956,12333,0,73583,3999,0.1,2.09,13.2,0.0,78.77,4.28
"State Senate District 23 (2024), Maine",33219,13,445,233,10,31245,680,0.04,1.34,0.7,0.03,94.06,2.05
"State Senate District 23 (2024), Maryland",99638,184,2878,66439,29,20725,5826,0.18,2.89,66.68,0.03,20.8,5.85
"State Senate District 23 (2024), Michigan",206004,298,3732,8540,40,181679,7350,0.14,1.81,4.15,0.02,88.19,3.57
"State Senate District 23 (2024), Minnesota",62036,68,1844,983,97,54111,4045,0.11,2.97,1.58,0.16,87.23,6.52
"State Senate District 23 (2024), Mississippi",40235,68,198,17221,0,21561,572,0.17,0.49,42.8,0.0,53.59,1.42
"State Senate District 23 (2024), Missouri",141894,48,2770,7921,74,123424,4603,0.03,1.95,5.58,0.05,86.98,3.24
"State Senate District 23 (2024), Montana",17361,495,84,126,3,14859,1322,2.85,0.48,0.73,0.02,85.59,7.61
"State Senate District 23 (2024), Nebraska",27667,195,128,132,6,25027,1759,0.7,0.46,0.48,0.02,90.46,6.36
"State Senate District 23 (2024), New Hampshire",46980,17,456,349,0,45071,494,0.04,0.97,0.74,0.0,95.94,1.05
"State Senate District 23 (2024), New Jersey",178478,91,11206,9228,94,135553,19694,0.05,6.28,5.17,0.05,75.95,11.03
"State Senate District 23 (2024), New Mexico",38273,1893,807,963,23,15672,17893,4.95,2.11,2.52,0.06,40.95,46.75
"State Senate District 23 (2024), New York",205764,585,22553,37582,62,98788,41299,0.28,10.96,18.26,0.03,48.01,20.07
"State Senate District 23 (2024), North Carolina",160842,364,6716,26325,50,115527,7979,0.23,4.18,16.37,0.03,71.83,4.96
"State Senate District 23 (2024), North Dakota",9934,465,27,373,11,7160,1540,4.68,0.27,3.75,0.11,72.08,15.5
"State Senate District 23 (2024), Ohio",282468,167,6781,73751,47,171270,22822,0.06,2.4,26.11,0.02,60.63,8.08
"State Senate District 23 (2024), Oklahoma",67648,2659,312,1675,18,53958,5122,3.93,0.46,2.48,0.03,79.76,7.57
"State Senate District 23 (2024), Oregon",107956,517,10137,4742,374,78200,8846,0.48,9.39,4.39,0.35,72.44,8.19
"State Senate District 23 (2024), Pennsylvania",207744,194,1160,6229,17,193282,3936,0.09,0.56,3.0,0.01,93.04,1.89
"State Senate District 23 (2024), Rhode Island",23289,0,142,50,0,22558,351,0.0,0.61,0.21,0.0,96.86,1.51
"State Senate District 23 (2024), South Carolina",87632,125,1063,13098,16,67662,3861,0.14,1.21,14.95,0.02,77.21,4.41
"State Senate District 23 (2024), South Dakota",17833,588,169,151,0,16241,128,3.3,0.95,0.85,0.0,91.07,0.72
"State Senate District 23 (2024), Tennessee",167779,272,683,8331,90,149721,5381,0.16,0.41,4.97,0.05,89.24,3.21
"State Senate District 23 (2024), Texas",623033,1218,20774,266836,223,145835,174042,0.2,3.33,42.83,0.04,23.41,27.93
