geoname,Total,American Indian or Alaska Native Alone,Asian Alone,Black or African American Alone,Native Hawaiian or Other Pacific Islander Alone,White Alone,Hispanic or Latino,American Indian or Alaska Native Alone %,Asian Alone %,Black or African American Alone %,Native Hawaiian or Other Pacific Islander Alone %,White Alone %,Hispanic or Latino %
"State House District 70 (2024), Pennsylvania",53344,23,2743,6017,16,40893,2683,0.04,5.14,11.28,0.03,76.66,5.03
"State House District 70 (2024), Rhode Island",12373,2,90,227,1,11716,197,0.02,0.73,1.83,0.01,94.69,1.59
"State House District 70 (2024), South Carolina",33315,36,311,16385,2,14806,1116,0.11,0.93,49.18,0.01,44.44,3.35
"State House District 70 (2024), Tennessee",54932,21,289,2595,0,49705,1095,0.04,0.53,4.72,0.0,90.48,1.99
"State House District 70 (2024), Texas",124918,295,18517,16002,29,72470,14626,0.24,14.82,12.81,0.02,58.01,11.71
"State House District 70 (2024), Utah",31829,116,64,50,40,29549,1475,0.36,0.2,0.16,0.13,92.84,4.63
"State House District 70 (2024), Virginia",64145,197,2393,20308,47,33607,5338,0.31,3.73,31.66,0.07,52.39,8.32
"State House District 71 (2024), Alabama",37076,68,84,18897,2,16189,757,0.18,0.23,50.97,0.01,43.66,2.04
"State House District 71 (2024), Arkansas",22238,41,174,5942,0,14456,631,0.18,0.78,26.72,0.0,65.01,2.84
"State House District 71 (2024), Connecticut",16788,0,567,1678,3,11281,2928,0.0,3.38,10.0,0.02,67.2,17.44
"State House District 71 (2024), Florida",134520,53,1836,13338,56,98918,17868,0.04,1.36,9.92,0.04,73.53,13.28
"State House District 71 (2024), Georgia",43786,114,180,8865,0,30884,2110,0.26,0.41,20.25,0.0,70.53,4.82
"State House District 71 (2024), Illinois",83119,57,581,5047,45,70886,4599,0.07,0.7,6.07,0.05,85.28,5.53
"State House District 71 (2024), Indiana",52868,6,475,5918,33,42152,2453,0.01,0.9,11.19,0.06,79.73,4.64
"State House District 71 (2024), Iowa",25178,8,154,707,29,23117,629,0.03,0.61,2.81,0.12,91.81,2.5
"State House District 71 (2024), Kansas",18221,49,89,383,0,15976,1445,0.27,0.49,2.1,0.0,87.68,7.93
"State House District 71 (2024), Kentucky",33706,30,81,538,19,31843,646,0.09,0.24,1.6,0.06,94.47,1.92
"State House District 71 (2024), Louisiana",33054,11,56,3673,0,27333,1378,0.03,0.17,11.11,0.0,82.69,4.17
"State House District 71 (2024), Maine",8142,26,4,8,1,7838,109,0.32,0.05,0.1,0.01,96.27,1.34
"State House District 71 (2024), Michigan",72516,73,293,781,4,68202,2011,0.1,0.4,1.08,0.01,94.05,2.77
"State House District 71 (2024), Mississippi",16830,50,92,13457,3,2742,319,0.3,0.55,79.96,0.02,16.29,1.9
"State House District 71 (2024), Missouri",27644,0,2287,2759,1,21298,619,0.0,8.27,9.98,0.0,77.04,2.24
"State House District 71 (2024), Montana",9489,184,25,31,5,8635,265,1.94,0.26,0.33,0.05,91.0,2.79
"State House District 71 (2024), North Carolina",63155,137,998,19084,137,35458,5539,0.22,1.58,30.22,0.22,56.14,8.77
"State House District 71 (2024), Ohio",89505,78,410,4590,3,81057,1212,0.09,0.46,5.13,0.0,90.56,1.35
"State House District 71 (2024), Oklahoma",30168,1022,703,3721,12,20483,1806,3.39,2.33,12.33,0.04,67.9,5.99
"State House District 71 (2024), Pennsylvania",51095,7,221,810,6,48514,852,0.01,0.43,1.59,0.01,94.95,1.67
"State House District 71 (2024), Rhode Island",10930,0,119,98,0,10238,397,0.0,1.09,0.9,0.0,93.67,3.63
"State House District 71 (2024), South Carolina",30012,34,825,4703,0,23257,690,0.11,2.75,15.67,0.0,77.49,2.3
"State House District 71 (2024), Tennessee",57878,54,73,3736,53,51603,1075,0.09,0.13,6.45,0.09,89.16,1.86
"State House District 71 (2024), Texas",143403,292,1752,9709,77,96608,31562,0.2,1.22,6.77,0.05,67.37,22.01
"State House District 71 (2024), Utah",34150,530,376,262,107,29296,2919,1.55,1.1,0.77,0.31,85.79,8.55
"State House District 71 (2024), Virginia",68447,147,1719,8927,37,52386,2799,0.21,2.51,13.04,0.05,76.54,4.09
"State House District 72 (2024), Alabama",38250,76,301,22266,4,14611,357,0.2,0.79,58.21,0.01,38.2,0.93
"State House District 72 (2024), Arkansas",21268,39,25,11993,8,7788,980,0.18,0.12,56.39,0.04,36.62,4.61
"State House District 72 (2024), Connecticut",17853,15,356,5891,54,3473,7287,0.08,1.99,33.0,0.3,19.45,40.82
"State House District 72 (2024), Florida",147324,101,3936,6401,12,118517,15653,0.07,2.67,4.34,0.01,80.45,10.62
"State House District 72 (2024), Georgia",45448,78,377,8965,7,33241,1519,0.17,0.83,19.73,0.02,73.14,3.34
"State House District 72 (2024), Illinois",77733,73,1080,8336,48,56811,9294,0.09,1.39,10.72,0.06,73.08,11.96
"State House District 72 (2024), Indiana",53193,0,449,2695,34,47131,1459,0.0,0.84,5.07,0.06,88.6,2.74
"State House District 72 (2024), Iowa",24223,10,243,987,39,22147,245,0.04,1.0,4.07,0.16,91.43,1.01
"State House District 72 (2024), Kansas",17194,59,38,322,0,14324,2091,0.34,0.22,1.87,0.0,83.31,12.16
"State House District 72 (2024), Kentucky",32503,0,123,1123,4,30102,591,0.0,0.38,3.46,0.01,92.61,1.82
"State House District 72 (2024), Louisiana",32428,121,57,16656,3,14314,720,0.37,0.18,51.36,0.01,44.14,2.22
"State House District 72 (2024), Maine",7575,9,36,17,14,7284,86,0.12,0.48,0.22,0.18,96.16,1.14
"State House District 72 (2024), Michigan",72058,109,897,3216,24,64064,1963,0.15,1.24,4.46,0.03,88.91,2.72
"State House District 72 (2024), Mississippi",17351,41,232,12951,0,3602,183,0.24,1.34,74.64,0.0,20.76,1.05
"State House District 72 (2024), Missouri",26525,34,625,6249,0,16899,2128,0.13,2.36,23.56,0.0,63.71,8.02
"State House District 72 (2024), Montana",9635,155,45,4,0,9157,220,1.61,0.47,0.04,0.0,95.04,2.28
"State House District 72 (2024), North Carolina",59591,56,968,24052,24,28882,4216,0.09,1.62,40.36,0.04,48.47,7.07
"State House District 72 (2024), Ohio",98396,119,742,3810,0,89856,1862,0.12,0.75,3.87,0.0,91.32,1.89
"State House District 72 (2024), Oklahoma",26432,1524,519,3833,34,14759,3672,5.77,1.96,14.5,0.13,55.84,13.89
"State House District 72 (2024), Pennsylvania",50042,42,190,1801,0,45624,1023,0.08,0.38,3.6,0.0,91.17,2.04
"State House District 72 (2024), Rhode Island",11082,1,79,125,2,10416,323,0.01,0.71,1.13,0.02,93.99,2.91
"State House District 72 (2024), South Carolina",33997,0,1014,9070,0,21478,1471,0.0,2.98,26.68,0.0,63.18,4.33
"State House District 72 (2024), Tennessee",53597,158,43,2086,12,49159,956,0.29,0.08,3.89,0.02,91.72,1.78
"State House District 72 (2024), Texas",133388,240,1086,5250,42,78242,46273,0.18,0.81,3.94,0.03,58.66,34.69
"State House District 72 (2024), Utah",38493,243,380,86,279,34032,2665,0.63,0.99,0.22,0.72,88.41,6.92
"State House District 72 (2024), Virginia",71321,69,1030,10614,0,55240,2659,0.1,1.44,14.88,0.0,77.45,3.73
"State House District 73 (2024), Alabama",35230,0,517,5408,11,26179,2346,0.0,1.47,15.35,0.03,74.31,6.66
"State House District 73 (2024), Arkansas",23468,65,368,4109,0,17925,559,0.28,1.57,17.51,0.0,76.38,2.38
"State House District 73 (2024), Connecticut",16994,1,405,4496,32,6090,5395,0.01,2.38,26.46,0.19,35.84,31.75
"State House District 73 (2024), Florida",156888,105,2250,7387,88,134784,10689,0.07,1.43,4.71,0.06,85.91,6.81
"State House District 73 (2024), Georgia",45876,48,1124,6753,17,33730,3050,0.1,2.45,14.72,0.04,73.52,6.65
"State House District 73 (2024), Illinois",81375,22,1681,1015,5,75407,2178,0.03,2.07,1.25,0.01,92.67,2.68
"State House District 73 (2024), Indiana",51005,31,236,498,0,47690,1371,0.06,0.46,0.98,0.0,93.5,2.69
"State House District 73 (2024), Iowa",23418,17,451,628,22,21254,504,0.07,1.93,2.68,0.09,90.76,2.15
"State House District 73 (2024), Kansas",18536,1,112,352,0,16795,760,0.01,0.6,1.9,0.0,90.61,4.1
"State House District 73 (2024), Kentucky",33539,59,333,1181,32,29891,987,0.18,0.99,3.52,0.1,89.12,2.94
"State House District 73 (2024), Louisiana",35582,30,190,6176,0,27397,1158,0.08,0.53,17.36,0.0,77.0,3.25
"State House District 73 (2024), Maine",6917,23,33,11,0,6688,91,0.33,0.48,0.16,0.0,96.69,1.32
"State House District 73 (2024), Michigan",70870,109,3380,2218,43,59539,3070,0.15,4.77,3.13,0.06,84.01,4.33
"State House District 73 (2024), Mississippi",19708,8,806,3872,34,14703,170,0.04,4.09,19.65,0.17,74.6,0.86
"State House District 73 (2024), Missouri",25738,10,32,15540,1,8262,831,0.04,0.12,60.38,0.0,32.1,3.23
"State House District 73 (2024), Montana",7978,174,9,0,0,7065,443,2.18,0.11,0.0,0.0,88.56,5.55
"State House District 73 (2024), North Carolina",65007,40,732,14555,31,41783,5747,0.06,1.13,22.39,0.05,64.27,8.84
"State House District 73 (2024), Ohio",94598,60,2666,9636,38,77851,2123,0.06,2.82,10.19,0.04,82.3,2.24
"State House District 73 (2024), Oklahoma",25688,961,91,14324,33,6919,1809,3.74,0.35,55.76,0.13,26.93,7.04
"State House District 73 (2024), Pennsylvania",48718,10,170,1291,11,45986,679,0.02,0.35,2.65,0.02,94.39,1.39
"State House District 73 (2024), Rhode Island",11295,75,343,739,0,8882,960,0.66,3.04,6.54,0.0,78.64,8.5
"State House District 73 (2024), South Carolina",32646,50,179,19991,39,10647,789,0.15,0.55,61.24,0.12,32.61,2.42
"State House District 73 (2024), Tennessee",52804,85,556,12078,54,37308,1196,0.16,1.05,22.87,0.1,70.65,2.26
"State House District 73 (2024), Texas",172159,219,2187,3793,94,124212,38081,0.13,1.27,2.2,0.05,72.15,22.12
"State House District 73 (2024), Utah",33251,221,368,100,68,28789,2839,0.66,1.11,0.3,0.2,86.58,8.54
"State House District 73 (2024), Virginia",67004,24,3605,7735,0,50396,2921,0.04,5.38,11.54,0.0,75.21,4.36
"State House District 74 (2024), Alabama",33470,8,459,20245,5,11788,600,0.02,1.37,60.49,0.01,35.22,1.79
"State House District 74 (2024), Arkansas",23422,64,239,4434,44,17466,696,0.27,1.02,18.93,0.19,74.57,2.97
"State House District 74 (2024), Connecticut",15419,0,589,2895,1,7575,3726,0.0,3.82,18.78,0.01,49.13,24.16
"State House District 74 (2024), Florida",157580,178,3249,5947,87,130472,15108,0.11,2.06,3.77,0.06,82.8,9.59
"State House District 74 (2024), Georgia",42893,49,827,30272,1,8985,1825,0.11,1.93,70.58,0.0,20.95,4.25
"State House District 74 (2024), Illinois",81875,29,360,2487,0,68463,9264,0.04,0.44,3.04,0.0,83.62,11.31
"State House District 74 (2024), Indiana",51863,53,121,596,0,48881,1297,0.1,0.23,1.15,0.0,94.25,2.5
"State House District 74 (2024), Iowa",23842,13,648,626,1,21537,452,0.05,2.72,2.63,0.0,90.33,1.9
"State House District 74 (2024), Kansas",17222,19,234,264,5,16000,396,0.11,1.36,1.53,0.03,92.9,2.3
"State House District 74 (2024), Kentucky",36045,55,59,387,0,34219,631,0.15,0.16,1.07,0.0,94.93,1.75
"State House District 74 (2024), Louisiana",35866,47,106,2477,4,30420,1929,0.13,0.3,6.91,0.01,84.82,5.38
"State House District 74 (2024), Maine",7696,21,26,62,0,7329,62,0.27,0.34,0.81,0.0,95.23,0.81
"State House District 74 (2024), Michigan",66462,169,2208,11248,0,43885,6366,0.25,3.32,16.92,0.0,66.03,9.58
"State House District 74 (2024), Mississippi",19490,63,110,3328,0,15562,215,0.32,0.56,17.08,0.0,79.85,1.1
"State House District 74 (2024), Missouri",29855,26,285,19706,2,8187,719,0.09,0.95,66.01,0.01,27.42,2.41
"State House District 74 (2024), Montana",8304,78,61,0,2,7578,419,0.94,0.73,0.0,0.02,91.26,5.05
"State House District 74 (2024), North Carolina",63847,47,1839,8910,38,49015,2715,0.07,2.88,13.96,0.06,76.77,4.25
"State House District 74 (2024), Ohio",87017,46,424,7457,58,74141,2453,0.05,0.49,8.57,0.07,85.2,2.82
"State House District 74 (2024), Oklahoma",30324,1716,608,968,29,22841,2059,5.66,2.01,3.19,0.1,75.32,6.79
"State House District 74 (2024), Pennsylvania",48844,12,246,7657,28,34423,4460,0.02,0.5,15.68,0.06,70.48,9.13
"State House District 74 (2024), Rhode Island",11051,21,150,469,0,9148,782,0.19,1.36,4.24,0.0,82.78,7.08
"State House District 74 (2024), South Carolina",33812,8,648,18419,45,13200,805,0.02,1.92,54.47,0.13,39.04,2.38
"State House District 74 (2024), Tennessee",54355,45,249,1041,48,50809,801,0.08,0.46,1.92,0.09,93.48,1.47
"State House District 74 (2024), Texas",123292,816,845,2281,106,22807,95272,0.66,0.69,1.85,0.09,18.5,77.27
"State House District 74 (2024), Utah",36033,64,357,114,284,31272,3281,0.18,0.99,0.32,0.79,86.79,9.11
"State House District 74 (2024), Virginia",66923,130,1451,17638,9,42028,3314,0.19,2.17,26.36,0.01,62.8,4.95
"State House District 75 (2024), Alabama",34403,17,1362,8312,1,23584,552,0.05,3.96,24.16,0.0,68.55,1.6
"State House District 75 (2024), Arkansas",20799,18,930,4534,33,14283,564,0.09,4.47,21.8,0.16,68.67,2.71
"State House District 75 (2024), Connecticut",14628,2,196,4580,1,3740,5797,0.01,1.34,31.31,0.01,25.57,39.63
"State House District 75 (2024), Florida",167257,198,1982,4603,43,148328,9706,0.12,1.19,2.75,0.03,88.68,5.8
"State House District 75 (2024), Georgia",40967,7,965,31994,166,4209,2678,0.02,2.36,78.1,0.41,10.27,6.54
"State House District 75 (2024), Illinois",82810,184,1272,4424,0,64973,10232,0.22,1.54,5.34,0.0,78.46,12.36
"State House District 75 (2024), Indiana",52459,105,447,511,0,49546,576,0.2,0.85,0.97,0.0,94.45,1.1
"State House District 75 (2024), Iowa",26090,3,505,435,1,24157,516,0.01,1.94,1.67,0.0,92.59,1.98
"State House District 75 (2024), Kansas",18148,85,37,847,2,15787,768,0.47,0.2,4.67,0.01,86.99,4.23
"State House District 75 (2024), Kentucky",35671,1,661,3585,0,28390,2020,0.0,1.85,10.05,0.0,79.59,5.66
"State House District 75 (2024), Louisiana",34301,211,24,9109,53,22713,871,0.62,0.07,26.56,0.15,66.22,2.54
"State House District 75 (2024), Maine",8137,9,60,88,1,7681,182,0.11,0.74,1.08,0.01,94.4,2.24
"State House District 75 (2024), Michigan",71160,131,1779,2858,1,61553,3045,0.18,2.5,4.02,0.0,86.5,4.28
"State House District 75 (2024), Mississippi",18827,33,8,4892,7,13018,524,0.18,0.04,25.98,0.04,69.15,2.78
"State House District 75 (2024), Missouri",25429,12,169,12966,0,11055,403,0.05,0.66,50.99,0.0,43.47,1.58
"State House District 75 (2024), Montana",9139,144,28,3,0,8462,250,1.58,0.31,0.03,0.0,92.59,2.74
"State House District 75 (2024), North Carolina",64854,122,938,13229,41,43840,5570,0.19,1.45,20.4,0.06,67.6,8.59
"State House District 75 (2024), Ohio",88152,151,1083,1966,112,78680,4407,0.17,1.23,2.23,0.13,89.25,5.0
"State House District 75 (2024), Oklahoma",24051,1171,1293,2870,34,14182,2998,4.87,5.38,11.93,0.14,58.97,12.47
"State House District 75 (2024), Pennsylvania",50370,4,203,220,3,48426,1096,0.01,0.4,0.44,0.01,96.14,2.18
"State House District 75 (2024), Rhode Island",12032,4,96,558,69,10104,742,0.03,0.8,4.64,0.57,83.98,6.17
"State House District 75 (2024), South Carolina",31956,60,779,5871,46,22063,2007,0.19,2.44,18.37,0.14,69.04,6.28
"State House District 75 (2024), Tennessee",52373,169,1440,12127,92,30677,5348,0.32,2.75,23.16,0.18,58.57,10.21
"State House District 75 (2024), Texas",119764,576,463,3844,215,8878,104935,0.48,0.39,3.21,0.18,7.41,87.62
"State House District 75 (2024), Utah",34641,166,306,62,91,30819,2126,0.48,0.88,0.18,0.26,88.97,6.14
"State House District 75 (2024), Virginia",67845,127,1479,23403,229,34169,6247,0.19,2.18,34.49,0.34,50.36,9.21
"State House District 76 (2024), Alabama",33819,15,216,25427,28,6946,609,0.04,0.64,75.19,0.08,20.54,1.8
"State House District 76 (2024), Arkansas",20502,37,316,13304,8,5327,815,0.18,1.54,64.89,0.04,25.98,3.98
"State House District 76 (2024), Connecticut",18423,0,423,242,0,16426,930,0.0,2.3,1.31,0.0,89.16,5.05
"State House District 76 (2024), Florida",157333,160,1611,7335,86,129440,16050,0.1,1.02,4.66,0.05,82.27,10.2
"State House District 76 (2024), Georgia",37733,74,3022,25908,0,4078,3460,0.2,8.01,68.66,0.0,10.81,9.17
"State House District 76 (2024), Illinois",82468,55,1405,4883,4,64996,8936,0.07,1.7,5.92,0.0,78.81,10.84
"State House District 76 (2024), Indiana",52816,86,380,559,16,49734,879,0.16,0.72,1.06,0.03,94.16,1.66
"State House District 76 (2024), Iowa",23853,17,175,325,0,22607,434,0.07,0.73,1.36,0.0,94.78,1.82
"State House District 76 (2024), Kansas",17603,24,75,94,0,16294,750,0.14,0.43,0.53,0.0,92.56,4.26
"State House District 76 (2024), Kentucky",32815,27,412,4464,0,25254,1666,0.08,1.26,13.6,0.0,76.96,5.08
"State House District 76 (2024), Louisiana",33511,76,484,8226,1,21890,1690,0.23,1.44,24.55,0.0,65.32,5.04
"State House District 76 (2024), Maine",7386,8,0,0,1,7291,23,0.11,0.0,0.0,0.01,98.71,0.31
"State House District 76 (2024), Michigan",71812,150,1140,5419,29,59319,3906,0.21,1.59,7.55,0.04,82.6,5.44
"State House District 76 (2024), Mississippi",17269,0,65,11101,0,5868,126,0.0,0.38,64.28,0.0,33.98,0.73
"State House District 76 (2024), Missouri",26525,64,83,16598,22,8334,453,0.24,0.31,62.57,0.08,31.42,1.71
"State House District 76 (2024), Montana",10493,388,145,39,0,9455,199,3.7,1.38,0.37,0.0,90.11,1.9
"State House District 76 (2024), North Carolina",68968,79,611,14378,8,49166,3307,0.11,0.89,20.85,0.01,71.29,4.79
"State House District 76 (2024), Ohio",97205,78,686,7851,145,83610,1745,0.08,0.71,8.08,0.15,86.01,1.8
"State House District 76 (2024), Oklahoma",27828,959,1390,2098,5,19270,2456,3.45,4.99,7.54,0.02,69.25,8.83
"State House District 76 (2024), Pennsylvania",49814,39,374,843,0,46943,941,0.08,0.75,1.69,0.0,94.24,1.89
"State House District 76 (2024), South Carolina",31473,9,332,22137,8,6690,1347,0.03,1.05,70.34,0.03,21.26,4.28
"State House District 76 (2024), Tennessee",53779,182,376,4551,29,46401,1210,0.34,0.7,8.46,0.05,86.28,2.25
"State House District 76 (2024), Texas",130196,173,40310,29043,213,32665,25370,0.13,30.96,22.31,0.16,25.09,19.49
"State House District 76 (2024), Virginia",62162,6,1585,23395,97,29774,5928,0.01,2.55,37.64,0.16,47.9,9.54
"State House District 77 (2024), Alabama",34410,40,112,21257,0,11243,897,0.12,0.33,61.78,0.0,32.67,2.61
"State House District 77 (2024), Arkansas",22008,43,545,12588,0,6678,1826,0.2,2.48,57.2,0.0,30.34,8.3
"State House District 77 (2024), Connecticut",18608,2,545,970,0,13896,2608,0.01,2.93,5.21,0.0,74.68,14.02
"State House District 77 (2024), Florida",136268,77,2202,16124,95,77441,37604,0.06,1.62,11.83,0.07,56.83,27.6
"State House District 77 (2024), Georgia",39843,77,1611,30809,0,2921,2985,0.19,4.04,77.33,0.0,7.33,7.49
"State House District 77 (2024), Illinois",62843,64,2526,2528,3,26532,30522,0.1,4.02,4.02,0.0,42.22,48.57
"State House District 77 (2024), Indiana",50559,44,221,7936,42,39150,916,0.09,0.44,15.7,0.08,77.43,1.81
"State House District 77 (2024), Iowa",23673,0,176,1510,0,20237,906,0.0,0.74,6.38,0.0,85.49,3.83
"State House District 77 (2024), Kansas",18041,129,75,131,1,16700,672,0.72,0.42,0.73,0.01,92.57,3.72
"State House District 77 (2024), Kentucky",33433,46,316,9949,0,20003,1669,0.14,0.95,29.76,0.0,59.83,4.99
"State House District 77 (2024), Louisiana",33986,163,263,2630,250,27995,2158,0.48,0.77,7.74,0.74,82.37,6.35
"State House District 77 (2024), Maine",7543,13,165,11,0,7103,184,0.17,2.19,0.15,0.0,94.17,2.44
"State House District 77 (2024), Michigan",71943,125,853,7899,5,53960,6104,0.17,1.19,10.98,0.01,75.0,8.48
"State House District 77 (2024), Mississippi",17743,41,47,4625,0,12695,109,0.23,0.26,26.07,0.0,71.55,0.61
"State House District 77 (2024), Missouri",28175,47,1471,14514,10,10588,947,0.17,5.22,51.51,0.04,37.58,3.36
"State House District 77 (2024), Montana",9528,97,20,16,0,9061,189,1.02,0.21,0.17,0.0,95.1,1.98
"State House District 77 (2024), North Carolina",70175,99,175,3230,1,61833,3073,0.14,0.25,4.6,0.0,88.11,4.38
"State House District 77 (2024), Ohio",87143,78,581,1010,0,82557,1565,0.09,0.67,1.16,0.0,94.74,1.8
"State House District 77 (2024), Oklahoma",22589,1392,361,2273,41,13422,3428,6.16,1.6,10.06,0.18,59.42,15.18
"State House District 77 (2024), Pennsylvania",47913,98,1850,1427,14,42047,1168,0.2,3.86,2.98,0.03,87.76,2.44
"State House District 77 (2024), South Carolina",31904,1,385,18967,0,10420,1742,0.0,1.21,59.45,0.0,32.66,5.46
"State House District 77 (2024), Tennessee",50166,91,226,7181,49,40384,1070,0.18,0.45,14.31,0.1,80.5,2.13
"State House District 77 (2024), Texas",125152,377,888,3034,175,13110,106778,0.3,0.71,2.42,0.14,10.48,85.32
"State House District 77 (2024), Virginia",60909,33,798,28593,8,26233,3674,0.05,1.31,46.94,0.01,43.07,6.03
"State House District 78 (2024), Alabama",33216,13,896,21072,2,10045,611,0.04,2.7,63.44,0.01,30.24,1.84
"State House District 78 (2024), Arkansas",22438,30,411,1225,1,19342,1041,0.13,1.83,5.46,0.0,86.2,4.64
"State House District 78 (2024), Connecticut",19473,0,461,1042,0,15403,2146,0.0,2.37,5.35,0.0,79.1,11.02
"State House District 78 (2024), Florida",138503,166,2651,17460,25,97528,18190,0.12,1.91,12.61,0.02,70.42,13.13
"State House District 78 (2024), Georgia",45811,17,3168,27739,57,10636,2788,0.04,6.92,60.55,0.12,23.22,6.09
"State House District 78 (2024), Illinois",77529,51,2917,23940,14,38832,10116,0.07,3.76,30.88,0.02,50.09,13.05
"State House District 78 (2024), Indiana",53245,0,736,2629,15,46904,1553,0.0,1.38,4.94,0.03,88.09,2.92
