geoname,Total,American Indian or Alaska Native Alone,Asian Alone,Black or African American Alone,Native Hawaiian or Other Pacific Islander Alone,White Alone,Hispanic or Latino,American Indian or Alaska Native Alone %,Asian Alone %,Black or African American Alone %,Native Hawaiian or Other Pacific Islander Alone %,White Alone %,Hispanic or Latino %
"State House District 35 (2024), Connecticut",18985,0,348,79,200,16808,1082,0.0,1.83,0.42,1.05,88.53,5.7
"State House District 35 (2024), Florida",132769,17,7386,14378,91,65425,41966,0.01,5.56,10.83,0.07,49.28,31.61
"State House District 35 (2024), Georgia",44529,9,1770,13393,4,24512,3721,0.02,3.97,30.08,0.01,55.05,8.36
"State House District 35 (2024), Hawaii",18280,66,11798,128,784,1460,1135,0.36,64.54,0.7,4.29,7.99,6.21
"State House District 35 (2024), Idaho",37413,99,55,60,2,34550,2037,0.26,0.15,0.16,0.01,92.35,5.44
"State House District 35 (2024), Illinois",81941,33,2058,17698,0,52684,7850,0.04,2.51,21.6,0.0,64.3,9.58
"State House District 35 (2024), Indiana",52694,42,428,689,0,49540,760,0.08,0.81,1.31,0.0,94.01,1.44
"State House District 35 (2024), Iowa",23108,9,948,1586,0,19357,807,0.04,4.1,6.86,0.0,83.77,3.49
"State House District 35 (2024), Kansas",14370,26,741,6142,149,3641,3060,0.18,5.16,42.74,1.04,25.34,21.29
"State House District 35 (2024), Kentucky",26915,24,821,5408,3,17259,2530,0.09,3.05,20.09,0.01,64.12,9.4
"State House District 35 (2024), Louisiana",33799,37,344,4109,1,28004,768,0.11,1.02,12.16,0.0,82.85,2.27
"State House District 35 (2024), Maine",7553,7,9,53,0,7317,83,0.09,0.12,0.7,0.0,96.88,1.1
"State House District 35 (2024), Michigan",70779,67,227,971,23,66004,2118,0.09,0.32,1.37,0.03,93.25,2.99
"State House District 35 (2024), Mississippi",17449,36,56,4841,0,12087,201,0.21,0.32,27.74,0.0,69.27,1.15
"State House District 35 (2024), Missouri",29088,15,387,6038,47,20747,1234,0.05,1.33,20.76,0.16,71.32,4.24
"State House District 35 (2024), Montana",7930,319,42,1,0,7252,157,4.02,0.53,0.01,0.0,91.45,1.98
"State House District 35 (2024), New Mexico",21002,191,68,234,0,6347,13634,0.91,0.32,1.11,0.0,30.22,64.92
"State House District 35 (2024), North Carolina",62588,45,1286,9274,8,47628,2916,0.07,2.05,14.82,0.01,76.1,4.66
"State House District 35 (2024), North Dakota",14181,378,15,403,151,12722,388,2.67,0.11,2.84,1.06,89.71,2.74
"State House District 35 (2024), Ohio",95861,78,3020,8733,10,81166,1402,0.08,3.15,9.11,0.01,84.67,1.46
"State House District 35 (2024), Oklahoma",29382,2365,119,262,21,23366,681,8.05,0.41,0.89,0.07,79.52,2.32
"State House District 35 (2024), Oregon",46853,125,5325,1795,344,29300,7325,0.27,11.37,3.83,0.73,62.54,15.63
"State House District 35 (2024), Pennsylvania",50194,15,125,11864,0,35220,1132,0.03,0.25,23.64,0.0,70.17,2.26
"State House District 35 (2024), Puerto Rico",66122,1,43,67,0,596,65412,0.0,0.07,0.1,0.0,0.9,98.93
"State House District 35 (2024), Rhode Island",11975,33,328,355,13,10022,971,0.28,2.74,2.96,0.11,83.69,8.11
"State House District 35 (2024), South Carolina",33381,2,675,3543,0,26411,1375,0.01,2.02,10.61,0.0,79.12,4.12
"State House District 35 (2024), South Dakota",20244,1201,262,268,9,16887,833,5.93,1.29,1.32,0.04,83.42,4.11
"State House District 35 (2024), Tennessee",55366,35,626,6980,0,43038,3606,0.06,1.13,12.61,0.0,77.73,6.51
"State House District 35 (2024), Texas",91843,78,183,92,1,5328,86081,0.08,0.2,0.1,0.0,5.8,93.73
"State House District 35 (2024), Utah",30340,231,917,895,413,23561,3516,0.76,3.02,2.95,1.36,77.66,11.59
"State House District 35 (2024), Virginia",70596,70,398,2591,40,63682,2673,0.1,0.56,3.67,0.06,90.21,3.79
"State House District 35 (2024), Wyoming",6388,14,97,21,0,5729,433,0.22,1.52,0.33,0.0,89.68,6.78
"State House District 35A (2024), Minnesota",32096,228,1282,2085,4,26162,1093,0.71,3.99,6.5,0.01,81.51,3.41
"State House District 35B (2024), Minnesota",32426,154,2338,1941,0,25815,1211,0.47,7.21,5.99,0.0,79.61,3.73
"State House District 36 (2024), Alabama",40718,127,362,6398,14,32525,760,0.31,0.89,15.71,0.03,79.88,1.87
"State House District 36 (2024), Alaska",13650,3375,96,165,25,8437,654,24.73,0.7,1.21,0.18,61.81,4.79
"State House District 36 (2024), Arkansas",22738,30,119,3674,0,17044,953,0.13,0.52,16.16,0.0,74.96,4.19
"State House District 36 (2024), Colorado",56201,170,3426,9317,247,25661,14540,0.3,6.1,16.58,0.44,45.66,25.87
"State House District 36 (2024), Connecticut",18879,8,351,261,0,17192,610,0.04,1.86,1.38,0.0,91.06,3.23
"State House District 36 (2024), Florida",133003,97,5642,20503,72,76394,27494,0.07,4.24,15.42,0.05,57.44,20.67
"State House District 36 (2024), Georgia",42059,31,1608,6355,3,30669,2182,0.07,3.82,15.11,0.01,72.92,5.19
"State House District 36 (2024), Hawaii",17665,0,12889,49,1699,455,877,0.0,72.96,0.28,9.62,2.58,4.96
"State House District 36 (2024), Illinois",77576,113,1466,11627,0,51584,11083,0.15,1.89,14.99,0.0,66.49,14.29
"State House District 36 (2024), Indiana",52209,101,231,5151,6,42496,2106,0.19,0.44,9.87,0.01,81.4,4.03
"State House District 36 (2024), Iowa",25396,15,756,2233,0,20347,1341,0.06,2.98,8.79,0.0,80.12,5.28
"State House District 36 (2024), Kansas",18413,63,955,4309,0,10249,2143,0.34,5.19,23.4,0.0,55.66,11.64
"State House District 36 (2024), Kentucky",34382,30,1206,2859,0,28040,1681,0.09,3.51,8.32,0.0,81.55,4.89
"State House District 36 (2024), Louisiana",32625,59,697,4622,0,25477,1141,0.18,2.14,14.17,0.0,78.09,3.5
"State House District 36 (2024), Maine",6927,21,0,0,0,6703,61,0.3,0.0,0.0,0.0,96.77,0.88
"State House District 36 (2024), Michigan",66941,129,368,2053,8,60275,2568,0.19,0.55,3.07,0.01,90.04,3.84
"State House District 36 (2024), Mississippi",18673,12,24,11494,0,6885,69,0.06,0.13,61.55,0.0,36.87,0.37
"State House District 36 (2024), Missouri",26810,31,513,7203,25,16450,1641,0.12,1.91,26.87,0.09,61.36,6.12
"State House District 36 (2024), Montana",8793,118,34,5,3,8056,267,1.34,0.39,0.06,0.03,91.62,3.04
"State House District 36 (2024), New Mexico",21856,93,381,608,0,8310,12137,0.43,1.74,2.78,0.0,38.02,55.53
"State House District 36 (2024), North Carolina",57198,93,2736,4909,49,44972,3255,0.16,4.78,8.58,0.09,78.63,5.69
"State House District 36 (2024), North Dakota",10843,60,87,83,7,9790,662,0.55,0.8,0.77,0.06,90.29,6.11
"State House District 36 (2024), Ohio",91809,17,1279,6841,22,77746,3284,0.02,1.39,7.45,0.02,84.68,3.58
"State House District 36 (2024), Oklahoma",30197,1327,265,570,32,24978,1519,4.39,0.88,1.89,0.11,82.72,5.03
"State House District 36 (2024), Oregon",51390,138,5706,1145,74,34799,6572,0.27,11.1,2.23,0.14,67.72,12.79
"State House District 36 (2024), Pennsylvania",48563,1,627,5525,0,39539,1470,0.0,1.29,11.38,0.0,81.42,3.03
"State House District 36 (2024), Puerto Rico",65009,1,69,106,0,848,63984,0.0,0.11,0.16,0.0,1.3,98.42
"State House District 36 (2024), Rhode Island",12414,26,47,70,1,11932,171,0.21,0.38,0.56,0.01,96.12,1.38
"State House District 36 (2024), South Carolina",29478,40,419,6237,0,20447,2024,0.14,1.42,21.16,0.0,69.36,6.87
"State House District 36 (2024), Tennessee",58488,12,68,304,15,56188,755,0.02,0.12,0.52,0.03,96.07,1.29
"State House District 36 (2024), Texas",98391,74,748,773,31,8469,88147,0.08,0.76,0.79,0.03,8.61,89.59
"State House District 36 (2024), Utah",27747,148,1420,403,423,20152,4716,0.53,5.12,1.45,1.52,72.63,17.0
"State House District 36 (2024), Virginia",68220,80,634,4895,3,58664,2085,0.12,0.93,7.18,0.0,85.99,3.06
"State House District 36 (2024), Wyoming",7165,8,10,46,1,6444,477,0.11,0.14,0.64,0.01,89.94,6.66
"State House District 36A (2024), Minnesota",32334,129,1368,625,0,28948,741,0.4,4.23,1.93,0.0,89.53,2.29
"State House District 36B (2024), Minnesota",31937,59,1763,806,0,27074,1186,0.18,5.52,2.52,0.0,84.77,3.71
"State House District 37 (2024), Alabama",37708,47,167,7977,2,27449,707,0.12,0.44,21.15,0.01,72.79,1.87
"State House District 37 (2024), Alaska",12118,5051,1837,476,96,2694,811,41.68,15.16,3.93,0.79,22.23,6.69
"State House District 37 (2024), Arkansas",22342,54,5,5199,3,15748,363,0.24,0.02,23.27,0.01,70.49,1.62
"State House District 37 (2024), Colorado",63420,105,3481,2020,80,50880,4901,0.17,5.49,3.19,0.13,80.23,7.73
"State House District 37 (2024), Connecticut",20433,42,980,452,0,17636,929,0.21,4.8,2.21,0.0,86.31,4.55
"State House District 37 (2024), Florida",133712,317,6448,12647,121,75856,35022,0.24,4.82,9.46,0.09,56.73,26.19
"State House District 37 (2024), Georgia",39882,35,1791,11460,2,21223,3831,0.09,4.49,28.73,0.01,53.21,9.61
"State House District 37 (2024), Hawaii",21568,8,11983,358,561,2194,1510,0.04,55.56,1.66,2.6,10.17,7.0
"State House District 37 (2024), Illinois",81003,5,1458,1976,6,71122,5400,0.01,1.8,2.44,0.01,87.8,6.67
"State House District 37 (2024), Indiana",46157,37,1460,2136,16,40124,1376,0.08,3.16,4.63,0.03,86.93,2.98
"State House District 37 (2024), Iowa",23802,3,208,107,0,22848,361,0.01,0.87,0.45,0.0,95.99,1.52
"State House District 37 (2024), Kansas",14483,81,578,2442,2,8267,2508,0.56,3.99,16.86,0.01,57.08,17.32
"State House District 37 (2024), Kentucky",31744,8,536,3015,6,24543,2328,0.03,1.69,9.5,0.02,77.32,7.33
"State House District 37 (2024), Louisiana",32899,88,73,5323,19,25617,833,0.27,0.22,16.18,0.06,77.87,2.53
"State House District 37 (2024), Maine",8094,26,2,56,0,7695,90,0.32,0.02,0.69,0.0,95.07,1.11
"State House District 37 (2024), Michigan",70131,260,1120,3665,0,59748,3252,0.37,1.6,5.23,0.0,85.19,4.64
"State House District 37 (2024), Mississippi",16927,0,74,4180,1,12048,206,0.0,0.44,24.69,0.01,71.18,1.22
"State House District 37 (2024), Missouri",28468,2,343,10652,0,14721,1725,0.01,1.2,37.42,0.0,51.71,6.06
"State House District 37 (2024), Montana",8730,205,82,38,2,8195,152,2.35,0.94,0.44,0.02,93.87,1.74
"State House District 37 (2024), New Mexico",22715,303,475,303,18,10988,10195,1.33,2.09,1.33,0.08,48.37,44.88
"State House District 37 (2024), North Carolina",70312,210,1412,10637,14,52169,4406,0.3,2.01,15.13,0.02,74.2,6.27
"State House District 37 (2024), North Dakota",11201,134,30,268,160,10003,401,1.2,0.27,2.39,1.43,89.3,3.58
"State House District 37 (2024), Ohio",90545,35,2499,10305,23,72301,2736,0.04,2.76,11.38,0.03,79.85,3.02
"State House District 37 (2024), Oklahoma",29729,2732,87,889,61,22185,1481,9.19,0.29,2.99,0.21,74.62,4.98
"State House District 37 (2024), Oregon",49871,47,2029,448,469,40794,4441,0.09,4.07,0.9,0.94,81.8,8.9
"State House District 37 (2024), Pennsylvania",52379,1,550,548,0,48877,1749,0.0,1.05,1.05,0.0,93.31,3.34
"State House District 37 (2024), Puerto Rico",66286,0,45,72,0,125,66037,0.0,0.07,0.11,0.0,0.19,99.62
"State House District 37 (2024), Rhode Island",12819,2,304,32,2,11894,223,0.02,2.37,0.25,0.02,92.78,1.74
"State House District 37 (2024), South Carolina",31440,48,1071,5522,3,22586,1642,0.15,3.41,17.56,0.01,71.84,5.22
"State House District 37 (2024), Tennessee",49575,59,1392,6615,16,37931,1901,0.12,2.81,13.34,0.03,76.51,3.83
"State House District 37 (2024), Texas",117299,158,1082,1381,97,23269,90521,0.13,0.92,1.18,0.08,19.84,77.17
"State House District 37 (2024), Utah",26617,105,446,179,967,16960,7582,0.39,1.68,0.67,3.63,63.72,28.49
"State House District 37 (2024), Virginia",69677,152,476,2782,60,63369,1196,0.22,0.68,3.99,0.09,90.95,1.72
"State House District 37 (2024), Wyoming",7232,11,0,40,0,6648,455,0.15,0.0,0.55,0.0,91.92,6.29
"State House District 37A (2024), Minnesota",30750,17,1727,1111,7,27253,246,0.06,5.62,3.61,0.02,88.63,0.8
"State House District 37B (2024), Minnesota",33131,26,1363,1996,0,28525,841,0.08,4.11,6.02,0.0,86.1,2.54
"State House District 38 (2024), Alabama",37529,20,77,9773,3,26345,443,0.05,0.21,26.04,0.01,70.2,1.18
"State House District 38 (2024), Alaska",11183,9195,96,208,2,1162,126,82.22,0.86,1.86,0.02,10.39,1.13
"State House District 38 (2024), Arkansas",23795,110,166,2375,4,20240,500,0.46,0.7,9.98,0.02,85.06,2.1
"State House District 38 (2024), Colorado",69479,155,1544,941,58,58847,6393,0.22,2.22,1.35,0.08,84.7,9.2
"State House District 38 (2024), Connecticut",19513,33,546,471,0,16897,1073,0.17,2.8,2.41,0.0,86.59,5.5
"State House District 38 (2024), Florida",136985,78,4088,15042,76,82615,32248,0.06,2.98,10.98,0.06,60.31,23.54
"State House District 38 (2024), Georgia",43713,42,377,23581,0,13782,4744,0.1,0.86,53.95,0.0,31.53,10.85
"State House District 38 (2024), Hawaii",21231,19,10404,477,1221,2604,1691,0.09,49.0,2.25,5.75,12.27,7.96
"State House District 38 (2024), Illinois",82288,24,1628,40938,14,34253,4329,0.03,1.98,49.75,0.02,41.63,5.26
"State House District 38 (2024), Indiana",52814,19,125,541,0,50042,1333,0.04,0.24,1.02,0.0,94.75,2.52
"State House District 38 (2024), Iowa",24699,23,17,480,64,23253,534,0.09,0.07,1.94,0.26,94.15,2.16
"State House District 38 (2024), Kansas",18742,23,85,417,1,16803,1012,0.12,0.45,2.22,0.01,89.65,5.4
"State House District 38 (2024), Kentucky",32630,27,1046,4776,12,23328,1650,0.08,3.21,14.64,0.04,71.49,5.06
"State House District 38 (2024), Louisiana",29042,35,142,6628,1,20656,729,0.12,0.49,22.82,0.0,71.12,2.51
"State House District 38 (2024), Maine",7255,34,52,15,2,6924,111,0.47,0.72,0.21,0.03,95.44,1.53
"State House District 38 (2024), Michigan",71116,149,634,12107,39,53867,2411,0.21,0.89,17.02,0.05,75.75,3.39
"State House District 38 (2024), Mississippi",19140,1,309,10407,2,7719,322,0.01,1.61,54.37,0.01,40.33,1.68
"State House District 38 (2024), Missouri",28361,71,419,1368,15,24647,1237,0.25,1.48,4.82,0.05,86.9,4.36
"State House District 38 (2024), Montana",9193,134,21,7,0,8463,302,1.46,0.23,0.08,0.0,92.06,3.29
"State House District 38 (2024), New Mexico",20711,309,74,120,0,8875,10691,1.49,0.36,0.58,0.0,42.85,51.62
"State House District 38 (2024), North Carolina",61095,191,2608,25403,0,23865,6293,0.31,4.27,41.58,0.0,39.06,10.3
"State House District 38 (2024), North Dakota",11898,156,141,442,14,10057,789,1.31,1.19,3.71,0.12,84.53,6.63
"State House District 38 (2024), Ohio",96269,41,588,44510,0,45192,2561,0.04,0.61,46.24,0.0,46.94,2.66
"State House District 38 (2024), Oklahoma",30683,1166,46,229,34,25510,1845,3.8,0.15,0.75,0.11,83.14,6.01
"State House District 38 (2024), Oregon",52287,21,3619,608,65,43112,3317,0.04,6.92,1.16,0.12,82.45,6.34
"State House District 38 (2024), Pennsylvania",49743,36,1633,2276,0,44561,753,0.07,3.28,4.58,0.0,89.58,1.51
"State House District 38 (2024), Puerto Rico",64307,0,0,107,0,157,64046,0.0,0.0,0.17,0.0,0.24,99.59
"State House District 38 (2024), Rhode Island",10882,2,164,59,0,10357,167,0.02,1.51,0.54,0.0,95.18,1.53
"State House District 38 (2024), South Carolina",34002,26,446,1537,1,30059,1311,0.08,1.31,4.52,0.0,88.4,3.86
"State House District 38 (2024), Tennessee",53670,76,139,405,5,51455,485,0.14,0.26,0.75,0.01,95.87,0.9
"State House District 38 (2024), Texas",103747,77,731,492,20,6478,95677,0.07,0.7,0.47,0.02,6.24,92.22
"State House District 38 (2024), Utah",27690,74,1446,704,237,18962,5060,0.27,5.22,2.54,0.86,68.48,18.27
"State House District 38 (2024), Virginia",62558,102,1242,19279,95,37689,2517,0.16,1.99,30.82,0.15,60.25,4.02
"State House District 38 (2024), Wyoming",7095,24,10,38,0,6503,289,0.34,0.14,0.54,0.0,91.66,4.07
"State House District 38A (2024), Minnesota",27493,136,5815,7286,3,11971,1261,0.49,21.15,26.5,0.01,43.54,4.59
"State House District 38B (2024), Minnesota",25310,86,4172,6967,0,10946,2008,0.34,16.48,27.53,0.0,43.25,7.93
"State House District 39 (2024), Alabama",34831,122,39,1080,1,30989,1799,0.35,0.11,3.1,0.0,88.97,5.16
"State House District 39 (2024), Alaska",10868,8325,84,123,3,1222,225,76.6,0.77,1.13,0.03,11.24,2.07
"State House District 39 (2024), Arkansas",23748,49,89,2105,0,20338,558,0.21,0.37,8.86,0.0,85.64,2.35
"State House District 39 (2024), Colorado",70483,254,2517,1067,127,60342,4938,0.36,3.57,1.51,0.18,85.61,7.01
"State House District 39 (2024), Connecticut",17475,36,427,2385,0,8820,5131,0.21,2.44,13.65,0.0,50.47,29.36
"State House District 39 (2024), Florida",128389,105,3900,22419,166,73358,25881,0.08,3.04,17.46,0.13,57.14,20.16
"State House District 39 (2024), Georgia",40131,0,1018,22130,51,11189,4896,0.0,2.54,55.14,0.13,27.88,12.2
"State House District 39 (2024), Hawaii",19469,1,10942,599,1058,1695,1650,0.01,56.2,3.08,5.43,8.71,8.48
"State House District 39 (2024), Illinois",70198,33,3294,3523,0,30756,30977,0.05,4.69,5.02,0.0,43.81,44.13
"State House District 39 (2024), Indiana",50347,17,2733,1114,0,43093,2462,0.03,5.43,2.21,0.0,85.59,4.89
"State House District 39 (2024), Iowa",23382,10,1207,1244,5,18990,1501,0.04,5.16,5.32,0.02,81.22,6.42
"State House District 39 (2024), Kansas",16381,7,311,831,1,13860,1111,0.04,1.9,5.07,0.01,84.61,6.78
"State House District 39 (2024), Kentucky",33224,10,510,1698,10,29125,1100,0.03,1.54,5.11,0.03,87.66,3.31
"State House District 39 (2024), Louisiana",29851,27,195,8834,28,19207,830,0.09,0.65,29.59,0.09,64.34,2.78
"State House District 39 (2024), Maine",7894,2,22,4,0,7582,159,0.03,0.28,0.05,0.0,96.05,2.01
"State House District 39 (2024), Michigan",67863,266,151,1498,10,59322,5191,0.39,0.22,2.21,0.01,87.41,7.65
"State House District 39 (2024), Mississippi",18326,38,216,3759,0,13421,454,0.21,1.18,20.51,0.0,73.23,2.48
"State House District 39 (2024), Missouri",29523,31,654,892,3,25864,1218,0.11,2.22,3.02,0.01,87.61,4.13
"State House District 39 (2024), Montana",8184,226,16,21,2,7428,338,2.76,0.2,0.26,0.02,90.76,4.13
"State House District 39 (2024), New Mexico",23065,220,197,142,2,12330,9778,0.95,0.85,0.62,0.01,53.46,42.39
"State House District 39 (2024), North Carolina",62715,116,2027,20953,19,30802,7341,0.18,3.23,33.41,0.03,49.11,11.71
"State House District 39 (2024), North Dakota",11730,159,9,25,13,11055,170,1.36,0.08,0.21,0.11,94.25,1.45
"State House District 39 (2024), Ohio",86570,30,1348,17448,15,62552,2284,0.03,1.56,20.15,0.02,72.26,2.64
"State House District 39 (2024), Oklahoma",28895,142,828,1886,0,23369,1132,0.49,2.87,6.53,0.0,80.88,3.92
"State House District 39 (2024), Oregon",54479,107,5902,1052,196,39711,5207,0.2,10.83,1.93,0.36,72.89,9.56
"State House District 39 (2024), Pennsylvania",52277,25,1278,967,0,48878,685,0.05,2.44,1.85,0.0,93.5,1.31
"State House District 39 (2024), Puerto Rico",67174,0,2,91,0,521,66434,0.0,0.0,0.14,0.0,0.78,98.9
"State House District 39 (2024), Rhode Island",11676,84,40,101,0,10659,357,0.72,0.34,0.87,0.0,91.29,3.06
"State House District 39 (2024), South Carolina",31809,12,71,4071,5,25260,1646,0.04,0.22,12.8,0.02,79.41,5.17
"State House District 39 (2024), Tennessee",57741,58,237,2479,4,52545,1101,0.1,0.41,4.29,0.01,91.0,1.91
"State House District 39 (2024), Texas",99419,84,89,1076,16,10915,87101,0.08,0.09,1.08,0.02,10.98,87.61
"State House District 39 (2024), Utah",30836,156,1016,223,551,22897,5247,0.51,3.29,0.72,1.79,74.25,17.02
"State House District 39 (2024), Virginia",67571,85,456,4539,12,60099,1205,0.13,0.67,6.72,0.02,88.94,1.78
"State House District 39 (2024), Wyoming",6361,68,21,159,0,5191,855,1.07,0.33,2.5,0.0,81.61,13.44
"State House District 39A (2024), Minnesota",29751,216,1664,4093,6,20768,2057,0.73,5.59,13.76,0.02,69.81,6.91
"State House District 39B (2024), Minnesota",30392,73,1624,4741,2,21215,1722,0.24,5.34,15.6,0.01,69.8,5.67
"State House District 3A (2024), Minnesota",35010,883,75,151,6,32649,519,2.52,0.21,0.43,0.02,93.26,1.48
"State House District 3B (2024), Minnesota",33285,368,245,186,2,31430,386,1.11,0.74,0.56,0.01,94.43,1.16
"State House District 4 (2024), Alabama",37956,81,599,5558,9,28284,2371,0.21,1.58,14.64,0.02,74.52,6.25
"State House District 4 (2024), Alaska",14117,1213,998,56,43,9328,980,8.59,7.07,0.4,0.3,66.08,6.94
"State House District 4 (2024), Arizona",194192,944,7204,3795,431,158300,18805,0.49,3.71,1.95,0.22,81.52,9.68
"State House District 4 (2024), Arkansas",24214,151,105,40,14,22865,580,0.62,0.43,0.17,0.06,94.43,2.4
"State House District 4 (2024), Colorado",65445,272,1379,2094,465,40926,18195,0.42,2.11,3.2,0.71,62.53,27.8
"State House District 4 (2024), Connecticut",14220,15,331,2764,7,3862,6901,0.11,2.33,19.44,0.05,27.16,48.53
"State House District 4 (2024), Florida",136515,248,4300,13259,216,101722,11051,0.18,3.15,9.71,0.16,74.51,8.1
"State House District 4 (2024), Georgia",34148,6,310,1885,0,19683,11657,0.02,0.91,5.52,0.0,57.64,34.14
"State House District 4 (2024), Hawaii",18543,34,2479,170,1922,8035,1790,0.18,13.37,0.92,10.37,43.33,9.65
"State House District 4 (2024), Idaho",40967,220,346,325,20,36809,1975,0.54,0.84,0.79,0.05,89.85,4.82
"State House District 4 (2024), Illinois",68661,17,2545,11092,0,25873,27423,0.02,3.71,16.15,0.0,37.68,39.94
"State House District 4 (2024), Indiana",52890,34,489,1517,1,46092,4038,0.06,0.92,2.87,0.0,87.15,7.63
"State House District 4 (2024), Iowa",21778,12,103,113,7,20541,893,0.06,0.47,0.52,0.03,94.32,4.1
"State House District 4 (2024), Kansas",17419,31,123,322,9,15951,404,0.18,0.71,1.85,0.05,91.57,2.32
"State House District 4 (2024), Kentucky",34131,46,133,2157,3,30804,360,0.13,0.39,6.32,0.01,90.25,1.05
"State House District 4 (2024), Louisiana",33726,46,300,23410,2,8743,597,0.14,0.89,69.41,0.01,25.92,1.77
"State House District 4 (2024), Maine",7352,61,28,22,0,6818,69,0.83,0.38,0.3,0.0,92.74,0.94
"State House District 4 (2024), Michigan",65025,74,67,57369,36,3950,1669,0.11,0.1,88.23,0.06,6.07,2.57
"State House District 4 (2024), Mississippi",16995,1,16,2422,8,13688,376,0.01,0.09,14.25,0.05,80.54,2.21
"State House District 4 (2024), Missouri",27814,17,41,414,2,26765,213,0.06,0.15,1.49,0.01,96.23,0.77
"State House District 4 (2024), Montana",8240,31,61,0,2,7734,182,0.38,0.74,0.0,0.02,93.86,2.21
"State House District 4 (2024), New Mexico",20308,15280,87,58,0,2673,1807,75.24,0.43,0.29,0.0,13.16,8.9
"State House District 4 (2024), North Carolina",54484,47,388,15134,14,32233,5286,0.09,0.71,27.78,0.03,59.16,9.7
"State House District 4 (2024), Ohio",90590,33,4712,11685,77,68921,1992,0.04,5.2,12.9,0.08,76.08,2.2
"State House District 4 (2024), Oklahoma",30652,9186,158,498,12,16432,1150,29.97,0.52,1.62,0.04,53.61,3.75
"State House District 4 (2024), Oregon",55721,348,460,214,20,48757,3913,0.62,0.83,0.38,0.04,87.5,7.02
"State House District 4 (2024), Pennsylvania",50565,24,156,140,6,48829,817,0.05,0.31,0.28,0.01,96.57,1.62
"State House District 4 (2024), Puerto Rico",65230,0,18,46,3,491,64664,0.0,0.03,0.07,0.0,0.75,99.13
"State House District 4 (2024), Rhode Island",11655,12,587,695,2,8781,1117,0.1,5.04,5.96,0.02,75.34,9.58
"State House District 4 (2024), South Carolina",33783,35,220,1224,20,30963,730,0.1,0.65,3.62,0.06,91.65,2.16
"State House District 4 (2024), South Dakota",19055,48,91,45,0,18290,329,0.25,0.48,0.24,0.0,95.99,1.73
"State House District 4 (2024), Tennessee",54245,20,85,762,0,51158,1323,0.04,0.16,1.4,0.0,94.31,2.44
"State House District 4 (2024), Texas",153783,217,2057,23007,85,96963,27440,0.14,1.34,14.96,0.06,63.05,17.84
"State House District 4 (2024), Utah",31798,39,184,22,82,29508,1513,0.12,0.58,0.07,0.26,92.8,4.76
"State House District 4 (2024), Virginia",51730,111,4857,13752,0,21962,8561,0.21,9.39,26.58,0.0,42.46,16.55
"State House District 4 (2024), Wyoming",6914,25,0,31,35,6201,504,0.36,0.0,0.45,0.51,89.69,7.29
"State House District 40 (2024), Alabama",38407,69,297,5101,6,31346,852,0.18,0.77,13.28,0.02,81.62,2.22
"State House District 40 (2024), Alaska",12237,7091,304,118,94,3729,430,57.95,2.48,0.96,0.77,30.47,3.51
"State House District 40 (2024), Arkansas",22109,14,118,516,87,20082,953,0.06,0.53,2.33,0.39,90.83,4.31
"State House District 40 (2024), Colorado",63216,212,3603,7727,49,38759,9884,0.34,5.7,12.22,0.08,61.31,15.64
"State House District 40 (2024), Connecticut",19244,18,1116,1293,2,14487,1554,0.09,5.8,6.72,0.01,75.28,8.08
"State House District 40 (2024), Florida",128299,18,4882,60950,221,38730,20859,0.01,3.81,47.51,0.17,30.19,16.26
"State House District 40 (2024), Georgia",43127,56,375,12360,3,26748,2742,0.13,0.87,28.66,0.01,62.02,6.36
"State House District 40 (2024), Hawaii",19625,20,8823,631,1707,2454,2191,0.1,44.96,3.22,8.7,12.5,11.16
"State House District 40 (2024), Illinois",70892,120,6463,3171,86,35860,23333,0.17,9.12,4.47,0.12,50.58,32.91
"State House District 40 (2024), Indiana",51436,105,2012,4953,0,40137,2875,0.2,3.91,9.63,0.0,78.03,5.59
"State House District 40 (2024), Iowa",24778,27,425,1207,0,21508,1284,0.11,1.72,4.87,0.0,86.8,5.18
"State House District 40 (2024), Kansas",16769,35,268,2006,116,12373,1236,0.21,1.6,11.96,0.69,73.78,7.37
"State House District 40 (2024), Kentucky",28285,41,151,12783,1,12552,1014,0.14,0.53,45.19,0.0,44.38,3.58
"State House District 40 (2024), Louisiana",33107,44,165,17161,177,14549,540,0.13,0.5,51.83,0.53,43.95,1.63
"State House District 40 (2024), Maine",7318,2,27,15,0,7047,92,0.03,0.37,0.2,0.0,96.3,1.26
"State House District 40 (2024), Michigan",68113,125,2089,4489,9,56888,2666,0.18,3.07,6.59,0.01,83.52,3.91
"State House District 40 (2024), Mississippi",16250,1,103,9162,0,5669,1030,0.01,0.63,56.38,0.0,34.89,6.34
"State House District 40 (2024), Missouri",30961,88,97,1019,9,28793,438,0.28,0.31,3.29,0.03,93.0,1.41
"State House District 40 (2024), Montana",8187,265,8,0,1,7359,288,3.24,0.1,0.0,0.01,89.89,3.52
"State House District 40 (2024), New Mexico",22628,1027,51,171,4,6483,14636,4.54,0.23,0.76,0.02,28.65,64.68
"State House District 40 (2024), North Carolina",66298,70,3278,7870,1,50565,3083,0.11,4.94,11.87,0.0,76.27,4.65
"State House District 40 (2024), North Dakota",11288,193,105,638,1,9159,896,1.71,0.93,5.65,0.01,81.14,7.94
